snapshot_index,time_s,ue_id,central_massive_mimo_sinr_db,distributed_fixed_sinr_db,distributed_movable_sinr_db,distributed_movable_optimization_2_sinr_db,distributed_movable_optimization_3_sinr_db
6,30.0,ue_001,-120.0,31.255221056951314,-120.0,35.9871073395558,34.27875753437561
6,30.0,ue_002,-120.0,4.048490629374962,78.38858049551814,-4.658051480906218,-4.5160323713313035
6,30.0,ue_003,17.15442128587917,36.58637074021065,35.88008030450013,34.144947597358495,57.93570972794825
6,30.0,ue_004,25.784338326883933,17.104669865583425,10.74445996990435,37.67777368247869,27.328978193843643
6,30.0,ue_005,40.32638626822411,44.3351214464879,44.89691838312155,51.194938668149284,52.476248293001206
6,30.0,ue_006,25.167316416494057,27.628865454535664,16.011313340896606,31.56142391082887,29.579539967907102
6,30.0,ue_007,14.395942128803883,31.02850530524929,25.95884682261856,40.45251949020408,60.06999268262459
6,30.0,ue_008,24.52090872372579,50.02516178988391,32.38651592849115,29.059496024395777,45.28058448516663
6,30.0,ue_009,20.872920656078456,29.683003565177746,22.93261351253929,53.34322828294955,53.4588044247463
7,35.0,ue_000,36.407359379847406,31.13890182124805,20.166938662140872,53.73138388765148,38.68715820423761
7,35.0,ue_001,-23.171927051467573,29.660445385125016,-120.0,37.46464266080728,34.93650765041996
7,35.0,ue_002,-120.0,4.5123878373689355,78.39694721708204,-4.460792614659738,-4.537706869001854
7,35.0,ue_003,11.34271842008647,36.32291176304767,35.29396501693408,39.04886021117906,57.63092388947633
7,35.0,ue_004,21.55672781080076,16.865311842939363,5.760638794801151,39.810655314877856,28.87386066824137
7,35.0,ue_005,39.00633908100695,40.27546042709374,44.616000908478384,48.874741367219485,50.57531673619961
7,35.0,ue_006,22.11192840231962,27.981616989876326,11.611250690673462,38.53408488099581,30.344126009447308
7,35.0,ue_007,10.445054195152654,30.69742836184995,24.064384292752045,57.627658951001585,60.42623266655635
7,35.0,ue_008,22.890810879329546,44.16738722297836,32.81943306636518,27.835128882318926,46.95761280577048
7,35.0,ue_009,18.983511391479887,29.242085592309138,22.430862721947737,61.757279310153365,54.717957793221174
8,40.0,ue_000,40.16357261195607,30.76554911202284,20.04445341010268,48.22624223793062,36.244338912281435
8,40.0,ue_001,-120.0,16.68117555982908,-120.0,41.68206775473227,37.97496873562626
8,40.0,ue_002,-120.0,4.538943155310483,78.36223447482911,-3.154806058028426,-4.317152991114527
8,40.0,ue_003,14.079858559449224,29.14135618980285,37.017175501991495,27.573344800176777,84.63352494367268
8,40.0,ue_004,22.93569280558502,18.850301859982803,6.516989327264891,40.18658973096837,29.768372976365335
8,40.0,ue_005,40.64491307152152,41.67007899818161,44.26416833623137,48.78467411092436,50.30858595284428
8,40.0,ue_006,23.618681771570817,29.173639421617303,11.127975197863055,37.13751365887265,31.740204965652538
8,40.0,ue_007,14.860495861592781,27.974422048622763,25.464873791127687,50.07831028761787,61.40183481457656
8,40.0,ue_008,24.0502400483986,43.43924283110944,34.75430318117717,27.94918678376569,44.34789913879045
8,40.0,ue_009,21.83523772960765,26.874649478921555,22.683032186472758,59.798201099542155,51.988004215198615
9,45.0,ue_000,40.181557046048404,30.41454877782079,15.313656517070164,60.522350611171056,36.973857491079094
9,45.0,ue_001,-120.0,16.684813192404764,-120.0,41.6845754410507,37.97055840425277
9,45.0,ue_002,-120.0,19.99437042952603,69.17169634225431,-0.38920466764974093,0.8062712145166979
9,45.0,ue_003,11.197003939553205,26.548731292239207,34.96362866756529,21.471746019136067,59.7643544034262
9,45.0,ue_004,22.720394004419088,22.190239503260592,10.448146101256635,41.46966373182786,27.462996953233542
9,45.0,ue_005,41.101873099078105,41.92395271953234,43.64492585236899,48.90189863767794,50.273895605105785
9,45.0,ue_006,22.9368083125292,28.27412511365703,11.605597601370075,38.8998615113855,31.51656198359221
9,45.0,ue_007,11.02614636800481,26.55969759751471,28.392416347869496,28.480913736802506,59.476370282179076
9,45.0,ue_008,25.90025102383884,43.13450314451053,34.807940430694764,28.11170322991174,43.72714634522979
9,45.0,ue_009,21.269250964638175,32.01802534556849,20.71957826914126,58.468553192286016,55.339196309510655
10,50.0,ue_000,45.65091683799602,26.800871555422,33.24885249902472,48.16763780711116,40.02129265889188
10,50.0,ue_001,-120.0,16.68117486875695,-120.0,41.6754629504392,37.97605247381447
10,50.0,ue_002,-120.0,19.953967888142053,69.0675985335539,-0.4284843568599006,0.2736329306861395
10,50.0,ue_003,7.360361864262096,27.233643249389882,22.634730812150202,31.700138726297308,50.497420352305056
10,50.0,ue_004,20.52332583247035,18.43559606336192,6.650923818514163,41.7641792685975,31.322054438104473
10,50.0,ue_005,40.49694035143596,44.312312341950644,23.356322100837584,44.712909657699385,47.148781871989335
10,50.0,ue_006,20.323551108881695,28.60012334586405,12.075302637142826,36.162988045854185,28.978742805265824
10,50.0,ue_007,6.949645803016402,26.961655067375094,20.22490967017677,44.13400130193668,47.36490857026557
10,50.0,ue_008,25.412069673337612,43.62099726560112,30.32231114331058,28.645704862589206,44.03293632862689
10,50.0,ue_009,21.168249797958957,30.684210789479952,20.623990386015794,57.60267953864597,53.93555902929877
11,55.0,ue_000,34.75167011726202,27.829973759133374,30.91128128418532,49.09794717002118,37.17062010117728
11,55.0,ue_001,-22.10355489200495,25.648167467599848,-2.2476199654892586,41.00802289600306,35.72379485278501
11,55.0,ue_002,-120.0,19.775716706514636,68.6100105205734,-0.3894286588572385,0.33685119688508486
11,55.0,ue_003,10.832402627809712,30.252583561033166,16.047535693503477,36.80823521536606,60.81120427887123
11,55.0,ue_004,-39.44028339483673,6.354628464995117,-16.846970512772558,42.87707973482768,31.14977869792955
11,55.0,ue_005,36.02341964312482,45.65748688604295,24.493626710006776,41.19610392218405,47.810293281536815
11,55.0,ue_006,24.834636201859887,16.386144397926863,13.914266629424834,35.4594459467655,23.150733457292255
11,55.0,ue_007,11.02125431630052,30.526038300154905,14.250426673461696,65.71352921745418,65.91806421724883
11,55.0,ue_008,23.545448531856103,44.09224991523742,30.290770182804238,28.247441209599454,42.32565842591698
11,55.0,ue_009,17.752274630440102,33.19352464385653,21.085125294565845,56.82878459019453,48.045163100245325
12,60.0,ue_000,33.94428674808172,27.89408444166876,9.090504082097148,44.918934769420915,34.11997183169471
12,60.0,ue_001,-23.107489717816875,24.012806160461537,57.469352910412525,55.4419293701159,23.941652823957646
12,60.0,ue_002,-120.0,14.62070030047867,-46.82481585692592,-11.368926050751384,29.027770583711835
12,60.0,ue_003,10.563193690680016,34.662851020439795,5.657733708616643,55.191827295903565,64.50022196415411
12,60.0,ue_004,16.679267756333672,16.52409281933123,33.15088011194167,43.06714442947047,27.793131725145507
12,60.0,ue_005,-12.418044020977739,45.719714397353826,1.9583313502119168,44.264957011775536,41.24776241040279
12,60.0,ue_006,18.14484697797963,26.038506539983516,31.764901055905412,34.913999805602614,23.906692537503584
12,60.0,ue_007,10.836141982803793,35.023921973216034,8.039218514218263,36.51311838151324,68.36522745446315
12,60.0,ue_008,20.020458458336016,42.79006653041469,-8.258219175402807,34.63236388587396,38.982375632312696
12,60.0,ue_009,15.248308140426062,33.89061339076384,1.4761581115321418,35.66497919625612,47.10042864770968
13,65.0,ue_000,34.69207195230384,27.912299315573826,9.883845779331642,45.14011332153875,31.938053901897682
13,65.0,ue_001,-18.41887452445124,-26.093760286004972,60.68696037538085,60.33519263047674,24.893051332887858
13,65.0,ue_002,-120.0,13.474674912200788,-46.23781272993118,-8.239232141433654,24.61850372279281
13,65.0,ue_003,8.716703427072643,8.056792384199426,-1.4774894317935172,30.902631132919673,48.42551213632042
13,65.0,ue_004,20.663311133833776,21.96425403286648,18.29938040634683,40.7497027460354,22.512591610204147
13,65.0,ue_005,-11.901983419826463,46.48411137655941,-6.258154474530347,46.44898661183933,39.67553952576035
13,65.0,ue_006,24.378809737801376,27.549680225578804,37.04159634687781,30.22009978410606,27.49090877462133
13,65.0,ue_007,15.17296501223168,35.35063657023049,9.305485872722741,45.63715207679883,63.13732581712657
13,65.0,ue_008,20.770144450881844,40.55566067105212,-3.9244892162376654,33.022594368026674,40.175553240029046
13,65.0,ue_009,6.0399567142794535,34.65266655943603,-0.5792984889972181,35.77717820217685,53.16597437796068
14,70.0,ue_000,29.340495093677962,27.082675444305448,8.04100866715945,46.07933156949443,32.20178092307504
14,70.0,ue_001,-120.0,-19.519637731814047,58.28599392173382,58.15788603592301,25.017446818744187
14,70.0,ue_002,-120.0,15.460257504141687,-46.68259344380593,0.9330623367889289,27.676093687900924
14,70.0,ue_003,28.425821976382444,22.790939598642698,9.766862609910545,23.389083345872024,35.643479417035465
14,70.0,ue_004,24.309189582988292,24.742401316671568,27.56694035519667,41.602071657320046,25.538939815305767
14,70.0,ue_005,-11.824050284552037,48.4759833994444,-4.351816579261975,49.290207672544696,38.26474217553226
14,70.0,ue_006,2.9329021644122006,22.823489059707054,39.875536116514525,29.903790311000517,28.18996073642497
14,70.0,ue_007,14.493001296089512,32.5599515843452,-0.23212369997671667,51.424977615678955,58.00240020898629
14,70.0,ue_008,21.162507853933054,46.120305014633075,-3.509572119137414,36.24851815897555,38.54657744006125
14,70.0,ue_009,16.28436264789963,31.386401495986213,4.796592753926994,37.97390053027756,54.91813899628566
15,75.0,ue_000,43.85991607493432,24.32022034237584,17.50828848424304,37.07505229924686,33.19105999536286
15,75.0,ue_001,-26.918569093521675,25.015424605122586,56.21185945114063,52.76959151526519,24.358145386092755
15,75.0,ue_002,-120.0,21.826749254833224,-120.0,-1.326018152966848,5.278193303224676
15,75.0,ue_003,32.49212519225557,20.8947891809966,32.286644766720755,26.892398620344924,33.78661660259833
15,75.0,ue_004,23.73486935988298,24.78355109605427,23.2540688845704,40.08923985544762,25.236202536529344
15,75.0,ue_005,-11.546533151114824,49.12512219823242,3.300917089350967,49.98387928818892,49.933392751876895
15,75.0,ue_006,6.551982600718478,23.63989295216173,40.655159242077886,31.132176258618966,32.72953635933581
15,75.0,ue_007,12.750439477844392,31.98205993374737,2.8487112997663573,62.06045547527098,64.20082361216355
15,75.0,ue_008,20.458174729969937,45.51395127544843,-3.011774769162513,36.640036900062455,38.74751903324896
15,75.0,ue_009,17.907911594197387,30.315889554880595,5.716873260588704,41.22159749397905,53.76734657861584
16,80.0,ue_000,34.19508299162536,15.675366439433136,31.057591510322155,32.685495443570325,31.725460436809723
16,80.0,ue_001,-24.25947851749654,25.15833537685207,56.610802854697056,51.52438501531121,24.042436936056326
16,80.0,ue_002,-120.0,19.929132061901498,-120.0,-0.9075271804134286,5.245397882976307
16,80.0,ue_003,32.20314890156093,14.278653114175953,15.878602151926058,30.926213437540397,31.021293884822192
16,80.0,ue_004,23.91577222408401,19.734044082561486,34.25558673404631,42.369453530043145,24.270119405712105
16,80.0,ue_005,-10.801403898788708,49.217026309130965,5.347104226144973,50.1595232759629,50.08169498681251
16,80.0,ue_006,10.114384639915128,-0.5128731084932822,45.78149586326774,29.988448840505765,28.62553338919204
16,80.0,ue_007,12.892539220861579,31.39061544549761,5.481888964131012,64.26934261618065,69.88239523612066
16,80.0,ue_008,20.3477909234202,40.03639158352335,-0.13179055612007173,37.278887878094075,39.340458232318404
16,80.0,ue_009,18.960742746739292,28.990135490896147,9.889734389721111,42.24368255001962,51.265933154124866
17,85.0,ue_000,24.943903973245188,14.885959908017512,26.826478912716247,25.383248696464094,32.475671685466445
17,85.0,ue_001,-25.805004035233562,23.571865416640982,58.92399946298464,54.82237779398651,23.774370575477214
17,85.0,ue_002,-120.0,4.341716880390384,-46.79125567698512,-18.31088173625974,8.636688503311579
17,85.0,ue_003,25.393754970068493,13.590559540206296,11.383499989968236,25.49339069108192,31.795386829419343
17,85.0,ue_004,26.098479053665386,6.062087510644534,29.041178068709044,42.13570787371539,27.363953497023235
17,85.0,ue_005,-12.582075803184052,48.95475961825586,5.053887020991219,50.20696343576792,50.07481956640212
17,85.0,ue_006,1.703689333858276,-4.808062186869604,42.53328323289095,34.55247080241521,30.778795793306948
17,85.0,ue_007,7.776329389539471,38.85238546877784,4.614050715294395,63.319873414428365,73.62878977663848
17,85.0,ue_008,19.04619570035627,37.236642751026054,-0.798194350541013,37.06788921359889,39.16865576585212
17,85.0,ue_009,6.947633726230107,24.131257863663226,11.939636078442955,37.34711789583357,51.03226016609912
18,90.0,ue_000,40.04647335310112,11.101838368463426,6.968914123604321,21.55476975589795,27.854190140043723
18,90.0,ue_001,-29.776130708629786,-20.99851016193023,66.79857835080388,58.433193118770355,23.961805430106985
18,90.0,ue_002,-120.0,6.3540777768665,-45.982815839157084,-18.86730910738725,8.764350084127967
18,90.0,ue_003,45.49489820688666,11.304708884428738,6.976227072049498,21.55629014255695,28.52123869798643
18,90.0,ue_004,20.52170719137788,10.022268203445488,29.396346035670085,40.6815311993408,25.99671253914324
18,90.0,ue_005,-10.566168240561451,49.14789529301433,4.235988931166575,49.722943792689605,50.043692871090826
18,90.0,ue_006,24.177354548425708,28.107242806082322,37.300283691101036,30.88199699141653,32.623834954895784
18,90.0,ue_007,4.829083820080468,40.0592276918261,3.9085118948080573,70.32371354627728,75.42188937393361
18,90.0,ue_008,20.863932328391677,41.91841216025043,-0.8807288338765353,34.828094766623956,38.782704587462014
18,90.0,ue_009,12.889610592665473,25.82000059251215,10.912553489679768,43.920939131051895,51.83291789707614
19,95.0,ue_000,39.27693598704742,10.129660370458126,13.86968457874384,34.68204813963389,29.779279203242712
19,95.0,ue_001,-27.35017772861596,-20.998612697777226,67.30972168138601,58.38800591635546,23.909912808049732
19,95.0,ue_002,18.898720478103918,54.26868783801818,-80.94752779064271,36.310120454698804,31.0122753889568
19,95.0,ue_003,45.12110665762396,10.10385717698755,28.31855749830899,30.26298592706414,33.07417635101647
19,95.0,ue_004,17.09548606870278,2.7619851470778722,22.97013827737598,40.220946554974304,24.57440036552679
19,95.0,ue_005,-0.9616599126030183,47.45443308379717,5.539861684185875,47.97220596599711,39.89377341035771
19,95.0,ue_006,21.5646834258907,27.418677748712255,37.377806389404434,32.02364457994168,32.98364584489341
19,95.0,ue_007,7.985870605406729,39.20096951591332,0.3934852393285029,48.134054166726166,53.147818781415744
19,95.0,ue_008,22.395041276936762,41.241947646964135,-1.2308021686500348,30.56547113994479,36.31132826489957
19,95.0,ue_009,13.478228486836553,27.244205668438806,8.748005048958806,48.358655275724026,51.54897756971356
20,100.0,ue_000,33.25521435566151,19.103261885913593,14.119909518145032,43.388215030221104,35.831677763980295
20,100.0,ue_001,-26.873978288341487,-20.996313380635442,67.22431801015519,58.30709581365542,23.754473012848386
20,100.0,ue_002,17.96452431534827,55.66911167169157,-79.28559017194561,33.72892902968384,31.110779496366856
20,100.0,ue_003,44.15864782675317,16.944733660119237,14.55344432128544,31.790643815188957,35.276746495876104
20,100.0,ue_004,17.19597753068525,13.74787662814295,18.823829635164305,39.527468288770635,23.82389946178115
20,100.0,ue_005,-14.059418354828427,46.1946499434444,10.387753565804903,43.11464046626153,39.356309868858055
20,100.0,ue_006,20.488587850140398,26.99522011940029,37.77241958216618,32.1821553885415,32.393546138378866
20,100.0,ue_007,7.227298091269984,38.377542749164306,-3.449429920466276,45.37573371027028,52.32804181357921
20,100.0,ue_008,16.64428001508604,44.15204227046215,6.452491093315656,27.846046737580878,37.51641809138719
20,100.0,ue_009,11.860253067067088,28.745647552613814,11.471510208999279,48.192116798391005,50.87900488513299
21,105.0,ue_000,31.2406473794097,17.678550534536274,29.83198000347165,41.79692030528747,38.31065242266216
21,105.0,ue_001,-24.238487176622748,-20.999301488343768,67.21100361526146,58.26610775359339,23.40508162593542
21,105.0,ue_002,5.772270804757098,51.429499741831755,-24.867931113902895,16.344020351749013,31.023573932542902
21,105.0,ue_003,41.169474622085474,14.381795883965331,14.672621750353048,30.985863616049492,33.79353497176996
21,105.0,ue_004,20.20152980110322,8.128235000259455,28.79865213276944,39.67588589409819,25.08775014545202
21,105.0,ue_005,-13.5247415063407,43.935992113015686,7.564338001139017,41.572903815297614,38.252427092160275
21,105.0,ue_006,23.25091776711136,28.2903080057895,36.72641297606994,32.593935376813754,31.312364802354274
21,105.0,ue_007,32.737065499425036,36.43528872684524,-1.4066715942902674,48.02669342548128,52.34507703556186
21,105.0,ue_008,17.088823570195544,35.706773090724425,-22.68964945065609,27.63907202050989,37.09994941006764
21,105.0,ue_009,9.579130061107568,25.14839199376378,9.802137049401823,48.19212366177269,50.054614061628754
22,110.0,ue_000,29.955648837598254,17.894981130974482,27.15477739082207,41.544689522663695,37.79894946107329
22,110.0,ue_001,-33.120027659618714,-25.34974764798319,62.63712634830199,61.44743847960778,23.93131168468836
22,110.0,ue_002,11.256143372623002,44.02127032632152,-6.7102500005240495,33.94929514822776,32.46117349677499
22,110.0,ue_003,40.51129518545899,14.529817420190763,14.718574549542794,30.847971267884166,33.445677518979295
22,110.0,ue_004,22.04085567934575,7.567410922091114,22.018212628912387,39.60428694088703,24.63459922824847
22,110.0,ue_005,-18.13704849684018,42.79362441285036,6.701002960248971,47.20913681178758,38.571161361999906
22,110.0,ue_006,8.200431491574067,15.229291538192145,38.19352009886495,35.252400032364754,33.241839131517935
22,110.0,ue_007,32.223121488833584,35.601410017304865,3.249306644632707,51.18035921007838,52.53460826633706
22,110.0,ue_008,10.190901553817325,33.75682693095332,-3.6441268284921025,30.294832665238324,33.33206605990546
22,110.0,ue_009,4.8813847802122865,26.220369160107644,8.856047581832003,47.13866854357639,48.596521302650785
23,115.0,ue_000,38.20536247207204,26.888147500720578,14.39217658585822,56.04914475526278,43.345782673838784
23,115.0,ue_001,-120.0,-23.501345775028707,59.243251047853995,58.96176095954588,25.43930437621284
23,115.0,ue_002,16.524796122261026,48.729602996854624,-10.90193761047076,35.07164131990016,32.47646729253195
23,115.0,ue_003,44.14554762670533,18.52168764978605,12.426263731077142,32.29002023339366,35.75332152037484
23,115.0,ue_004,-36.87982632261599,13.644244913972315,19.412300282124622,38.89853715246614,23.70488312621122
23,115.0,ue_005,-15.257797799151945,41.65204964490631,5.8751333680225954,44.654379667325315,38.2003057854397
23,115.0,ue_006,10.518568861122898,15.080032397783434,37.95960381387327,34.61928840966574,32.970480734329975
23,115.0,ue_007,14.938087150362666,30.906510276262242,3.6715515746015868,51.89157923629564,54.895183495710185
23,115.0,ue_008,14.82546331584512,35.335427314113616,-5.565183009978297,32.19575184684608,36.414229702572605
23,115.0,ue_009,9.998075564639105,26.28170642619565,9.691449799152135,43.32241920429369,50.29242904138041
24,120.0,ue_000,37.75924547064133,27.66161741273628,-2.5510015528213277,48.5884537364576,22.059502851942735
24,120.0,ue_001,-120.0,25.088332443430986,57.36554893951465,24.42299103394101,36.24012575769585
24,120.0,ue_002,20.35568377554707,50.5304078207887,3.0425094945563487,37.75903494418863,44.966000871017684
24,120.0,ue_003,36.08624585841534,18.43944733822167,33.17237700244447,50.82987229240431,12.573807191859421
24,120.0,ue_004,-36.856187422059875,13.640079678164819,17.62326754013084,36.35479663487303,2.5765621313640525
24,120.0,ue_005,-18.261827219717723,44.86133467325963,15.913808575895626,52.178504286811325,49.87939592364324
24,120.0,ue_006,8.343138042436017,15.076016828369344,21.804048244426838,35.12275244812868,-9.740225890727471
24,120.0,ue_007,14.296837402432663,30.60955618152541,-5.974147519736979,54.32640259162437,24.292120176176844
24,120.0,ue_008,14.890431757177144,35.21039459006458,12.716966665503788,50.86839001208132,33.575518045990684
24,120.0,ue_009,10.097813123402176,26.13887413186014,-0.9156934851851595,48.9983586954732,21.494091170080086
25,125.0,ue_000,16.145643628727832,25.60425286601213,-16.427395083173298,44.12181131259848,35.53027247502504
25,125.0,ue_001,-120.0,25.242833584637964,57.185509859699295,24.450556290487704,36.34781073858247
25,125.0,ue_002,19.0892305549556,37.281650214104715,6.647625685816849,70.01196354787999,74.07373237105705
25,125.0,ue_003,38.91843756721219,18.79806437226957,33.237734825527625,53.226112583205285,15.285856745827683
25,125.0,ue_004,-37.70385892699181,12.490906116654658,18.62301798289835,36.35382187915585,2.569678842897706
25,125.0,ue_005,2.4116397279228217,44.89898166694118,12.18207544040413,42.871678279001266,48.30266110266905
25,125.0,ue_006,23.29833470775722,28.093510638190043,20.93929933794598,37.57249615185521,4.900300778453259
25,125.0,ue_007,11.082346066317825,26.84715773358523,-7.704599667602876,51.92246718695911,27.124118445546014
25,125.0,ue_008,6.034636307300978,38.2344293977648,5.191294520859222,48.778105570989226,38.66343650184841
25,125.0,ue_009,10.148940746395676,25.431472082358223,-0.7059022875603477,43.90388107402984,26.129827570576328
26,130.0,ue_000,10.32677162850266,23.756005374772954,0.5771720645589656,38.54660762390627,23.589643085680798
26,130.0,ue_001,-120.0,25.242836358823517,57.5052230899312,25.195962004457183,36.410717888135295
26,130.0,ue_002,15.4229677178141,36.05080813997432,13.217614435520675,72.97209826337914,74.93501637886426
26,130.0,ue_003,36.588936677202334,15.993516815577504,8.564568081909465,63.18540222607336,12.208142010345833
26,130.0,ue_004,14.999648781528855,15.393272033510021,19.20242640932709,36.51473698557898,27.70546620483683
26,130.0,ue_005,-13.991067224517144,45.069841225149034,15.532733300682317,45.807725558817765,48.725745457184296
26,130.0,ue_006,13.649311809080022,22.640950079671313,40.22088402951299,42.33023079575243,23.064009512736845
26,130.0,ue_007,9.927942712944883,27.993176638539154,-7.386468667643204,49.70135822302727,27.71752142911536
