time_s,ue_id,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps
30.0,ue_005,2.6476096147903823,-43.19170468647502,1.5,0.8636029567180522,0.8636029567180529,0.0
30.0,ue_006,-85.45522880591379,0.8245587415520217,1.5,1.1880898151268782,2.011910184873121,0.0
30.0,ue_007,49.747290019442346,10.552125320626558,1.5,-0.5714064198018945,0.7574235006880287,0.0
30.0,ue_008,28.60432211845182,-73.23499218281358,1.5,0.0,0.0,0.0
30.0,ue_009,28.60432211845182,22.765007817186415,1.5,0.0,-0.3273900045743424,0.0
35.0,ue_000,-12.323963876085196,23.347375646579312,1.5,-1.5958891525207721,0.7373635030346677,0.0
35.0,ue_001,-83.39567788154818,-70.23548146533167,1.5,0.5174284330769297,0.11353082971708375,0.0
35.0,ue_002,84.60432211845182,-89.23499218281358,1.5,0.0,0.0,0.0
35.0,ue_003,52.60432211845182,22.765007817186415,1.5,0.0,0.0,0.0
35.0,ue_004,-85.68714662322279,56.98330526752208,1.5,1.09538846351914,-1.1056139457146699,0.0
35.0,ue_005,4.604322118451819,-41.234992182813585,1.5,0.3913425007322873,0.39134250073228716,0.0
35.0,ue_006,-91.39567788154818,6.765007817186415,1.5,-1.1880898151268782,1.1880898151268788,0.0
35.0,ue_007,45.676265858032814,13.915841692248165,1.5,-0.8142048322819064,0.6727432743243213,0.0
35.0,ue_008,28.60432211845182,-67.27477691964914,1.5,0.0,1.1920430526328887,0.0
35.0,ue_009,28.60432211845182,22.765007817186415,1.5,0.0,0.0,0.0
40.0,ue_000,-9.562221792085555,20.27239065624987,1.5,0.5523484167999282,-0.6149969980658888,0.0
40.0,ue_001,-83.39567788154818,-65.23499218281358,1.5,0.0,1.0000978565036178,0.0
40.0,ue_002,84.60432211845182,-89.23499218281358,1.5,0.0,0.0,0.0
40.0,ue_003,66.33098807693099,14.765007817186415,1.5,2.745333191695835,-1.6,0.0
40.0,ue_004,-81.18102754708433,52.418995522503586,1.5,0.9012238152276921,-0.9128619490036982,0.0
40.0,ue_005,4.604322118451819,-41.234992182813585,1.5,0.0,0.0,0.0
40.0,ue_006,-91.39567788154818,6.765007817186415,1.5,0.0,0.0,0.0
40.0,ue_007,49.45638279069465,14.4316851487021,1.5,0.7560233865323667,0.1031686912907869,0.0
40.0,ue_008,28.60432211845182,-65.23499218281358,1.5,0.0,0.4079569473671114,0.0
40.0,ue_009,28.60432211845182,22.765007817186415,1.5,0.0,0.0,0.0
45.0,ue_000,-18.642163344900524,23.858016988866446,1.5,-1.8159883105629937,0.7171252665233154,0.0
45.0,ue_001,-83.39567788154818,-65.23499218281358,1.5,0.0,0.0,0.0
45.0,ue_002,92.60432211845182,-89.23499218281358,1.5,1.6,0.0,0.0
45.0,ue_003,55.04006747715091,16.37523479011513,1.5,-2.2581841199560158,0.3220453945857429,0.0
45.0,ue_004,-76.69080564750756,47.6624361603633,1.5,0.8980443799153534,-0.9513118724280574,0.0
45.0,ue_005,4.604322118451819,-41.234992182813585,1.5,0.0,0.0,0.0
45.0,ue_006,-91.39567788154818,6.765007817186415,1.5,0.0,0.0,0.0
45.0,ue_007,52.35066274119371,13.478654247120598,1.5,0.5788559900998124,-0.19060618031630022,0.0
45.0,ue_008,28.60432211845182,-65.23499218281358,1.5,0.0,0.0,0.0
45.0,ue_009,23.13801855096417,17.298704249698766,1.5,-1.0932607134975298,-1.0932607134975298,0.0
50.0,ue_000,-14.395141902742628,38.290607599573654,1.5,0.8494042884315792,2.8865181221414415,0.0
50.0,ue_001,-83.39567788154818,-65.23499218281358,1.5,0.0,0.0,0.0
50.0,ue_002,92.60432211845182,-89.23499218281358,1.5,0.0,0.0,0.0
50.0,ue_003,53.127970827626996,14.179457568563521,1.5,-0.38241932990478344,-0.4391554443103217,0.0
50.0,ue_004,-72.60777590331382,49.061650830435966,1.5,0.8166059488387475,0.2798429340145333,0.0
50.0,ue_005,4.604322118451819,-46.312923336364555,1.5,0.0,-1.0155862307101942,0.0
50.0,ue_006,-83.39567788154818,8.455643813686494,1.5,1.6,0.33812719930001583,0.0
50.0,ue_007,48.726513844361094,12.745721395052499,1.5,-0.724829779366523,-0.14658657041361992,0.0
50.0,ue_008,28.60432211845182,-65.23499218281358,1.5,0.0,0.0,0.0
50.0,ue_009,20.60432211845182,14.765007817186415,1.5,-0.50673928650247,-0.50673928650247,0.0
55.0,ue_000,-22.761518486827903,42.35200011911602,1.5,-1.673275316817055,0.8122785039084732,0.0
55.0,ue_001,-74.98944439241602,-64.82875869368142,1.5,1.6812466978264324,0.08124669782643253,0.0
55.0,ue_002,92.60432211845182,-89.23499218281358,1.5,0.0,0.0,0.0
55.0,ue_003,53.127970827626996,14.179457568563521,1.5,0.0,0.0,0.0
55.0,ue_004,-68.03837292629953,54.061736455342235,1.5,0.9138805954028584,1.000017124981254,0.0
55.0,ue_005,6.86210416724652,-49.234992182813585,1.5,0.4515564097589403,-0.5844137692898059,0.0
55.0,ue_006,-75.45329387859995,-1.1773761857618097,1.5,1.5884768005896461,-1.926603999889661,0.0
55.0,ue_007,46.44521935949641,18.2905733517023,1.5,-0.45625889697293615,1.1089703913299602,0.0
55.0,ue_008,28.60432211845182,-60.54797986654135,1.5,0.0,0.9374024632544475,0.0
55.0,ue_009,20.60432211845182,14.765007817186415,1.5,0.0,0.0,0.0
60.0,ue_000,-27.39567788154818,46.765007817186415,1.5,-0.9268318789440556,0.882601539614079,0.0
60.0,ue_001,-69.3518573575699,-59.1911716588353,1.5,1.1275174069692242,1.1275174069692242,0.0
60.0,ue_002,100.60432211845182,-89.23499218281358,1.5,1.6,0.0,0.0
60.0,ue_003,53.127970827626996,14.179457568563521,1.5,0.0,0.0,0.0
60.0,ue_004,-67.21841078820613,49.0768124146653,1.5,0.16399242761868038,-0.9969848081353874,0.0
60.0,ue_005,12.317769152905317,-49.234992182813585,1.5,1.0911329971317594,0.0,0.0
60.0,ue_006,-86.65738565781629,10.026715593454526,1.5,-2.240818355843268,2.2408183558432673,0.0
60.0,ue_007,44.60432211845182,21.458131903147088,1.5,-0.3681794482089188,0.6335117102889576,0.0
60.0,ue_008,29.763716942114034,-56.07559735915137,1.5,0.23187896473244293,0.8944765014779961,0.0
60.0,ue_009,20.60432211845182,14.765007817186415,1.5,0.0,0.0,0.0
65.0,ue_000,-27.39567788154818,46.765007817186415,1.5,0.0,0.0,0.0
65.0,ue_001,-62.91501770085994,-57.234992182813585,1.5,1.2873679313419912,0.3912358952043434,0.0
65.0,ue_002,100.60432211845182,-89.23499218281358,1.5,0.0,0.0,0.0
65.0,ue_003,36.799003086963566,31.51073844003942,1.5,-3.265793548132686,3.46625617429518,0.0
65.0,ue_004,-71.82377248168676,42.867127739498954,1.5,-0.9210723386961263,-1.2419369350332687,0.0
65.0,ue_005,16.48592424054494,-53.116594304906705,1.5,0.8336310175279245,-0.7763204244186241,0.0
65.0,ue_006,-98.95990162375986,7.200784074974727,1.5,-2.460503193188714,-0.5651863036959597,0.0
65.0,ue_007,44.60432211845182,15.666499933225438,1.5,0.0,-1.1583263939843298,0.0
65.0,ue_008,33.51028463547468,-52.32902966579072,1.5,0.7493135386721299,0.7493135386721292,0.0
65.0,ue_009,20.60432211845182,14.765007817186415,1.5,0.0,0.0,0.0
70.0,ue_000,-27.39567788154818,46.765007817186415,1.5,0.0,0.0,0.0
70.0,ue_001,-63.87949036561235,-59.64386483710942,1.5,-0.19289453295048134,-0.4817745308591668,0.0
70.0,ue_002,100.60432211845182,-89.23499218281358,1.5,0.0,0.0,0.0
70.0,ue_003,20.44516972785,48.8684112441988,1.5,-3.270766671822713,3.471534560831876,0.0
70.0,ue_004,-77.8093973933334,38.765007817186415,1.5,-1.1971249823293277,-0.8204239844625079,0.0
70.0,ue_005,19.943162966842607,-56.57383303120437,1.5,0.6914477452595336,-0.6914477452595336,0.0
70.0,ue_006,-107.39567788154818,-1.2349921828135848,1.5,-1.6871552515576638,-1.6871552515576624,0.0
70.0,ue_007,48.36178944620017,11.007540489438064,1.5,0.7514934655496702,-0.9317918887574749,0.0
70.0,ue_008,37.093166864893846,-48.49017994486957,1.5,0.7165764458838325,0.7677699441842307,0.0
70.0,ue_009,20.60432211845182,7.941822729164175,1.5,0.0,-1.364637017604448,0.0
75.0,ue_000,-13.504373276979907,48.492127612846346,1.5,2.778260920913655,0.3454239591319862,0.0
75.0,ue_001,-70.3852794315336,-62.8851821818215,1.5,-1.3011578131842512,-0.6482634689424159,0.0
75.0,ue_002,92.60432211845182,-81.23499218281358,1.5,-1.6,1.6,0.0
75.0,ue_003,8.069741504053162,62.0034743944123,1.5,-2.4750856447593677,2.6270126300426995,0.0
75.0,ue_004,-81.76883091973262,40.243414503749925,1.5,-0.7918867052798447,0.29568133731270196,0.0
75.0,ue_005,15.363773155591666,-56.981051648483984,1.5,-0.9158779622501882,-0.08144372345592217,0.0
75.0,ue_006,-107.39567788154818,-1.2349921828135848,1.5,0.0,0.0,0.0
75.0,ue_007,51.95080816856919,7.4185217670690475,1.5,0.7178037444738038,-0.7178037444738032,0.0
75.0,ue_008,40.039482104196125,-44.001123525535526,1.5,0.5892630478604559,0.8978112838668082,0.0
75.0,ue_009,14.32559670977022,6.765007817186415,1.5,-1.2557450817363196,-0.23536298239555203,0.0
80.0,ue_000,-7.942931806086563,48.33480917289853,1.5,1.112288294178669,-0.031463687989563026,0.0
80.0,ue_001,-75.39567788154818,-61.98616363589383,1.5,-1.0020796900029154,0.17980370918553348,0.0
80.0,ue_002,92.60432211845182,-81.23499218281358,1.5,0.0,0.0,0.0
80.0,ue_003,-9.160976559218279,64.20726698691614,1.5,-3.446143612654288,0.4407585185007676,0.0
80.0,ue_004,-75.82873749847738,45.64150912415302,1.5,1.1880186842510483,1.0796189240806187,0.0
80.0,ue_005,11.942444447544403,-56.815264810808,1.5,-0.6842657416094525,0.03315736753519616,0.0
80.0,ue_006,-103.55332455152383,-13.392638852789233,1.5,0.7684706660048704,-2.4315293339951296,0.0
80.0,ue_007,56.002400375034185,10.163086073768783,1.5,0.8103184412929991,0.5489128613399471,0.0
80.0,ue_008,44.60432211845182,-41.234992182813585,1.5,0.9129680028511388,0.5532262685443883,0.0
80.0,ue_009,12.604322118451819,1.5497106877334126,1.5,-0.3442549182636803,-1.0430594258906005,0.0
85.0,ue_000,-7.942931806086563,48.33480917289853,1.5,0.0,0.0,0.0
85.0,ue_001,-73.1255231331396,-54.964837434405,1.5,0.4540309496817173,1.4042652402977667,0.0
85.0,ue_002,100.60432211845182,-81.23499218281358,1.5,1.6,0.0,0.0
85.0,ue_003,-8.891581519817686,51.48848689669735,1.5,0.05387900788011848,-2.5437560180437573,0.0
85.0,ue_004,-79.56215279332807,50.60635572434562,1.5,-0.7466830589701374,0.9929693200385202,0.0
85.0,ue_005,11.942444447544403,-56.815264810808,1.5,0.0,0.0,0.0
85.0,ue_006,-103.71995391521783,-5.559268216483229,1.5,-0.033325872738799944,1.5666741272612008,0.0
85.0,ue_007,59.4943679675104,13.655053666244996,1.5,0.6983935184952429,0.6983935184952426,0.0
85.0,ue_008,44.60432211845182,-41.234992182813585,1.5,0.0,0.0,0.0
85.0,ue_009,15.30200110692852,-3.932671171290286,1.5,0.5395357976953402,-1.0964763718047397,0.0
90.0,ue_000,-7.942931806086563,48.33480917289853,1.5,0.0,0.0,0.0
90.0,ue_001,-67.39567788154818,-49.234992182813585,1.5,1.1459690503182827,1.1459690503182827,0.0
90.0,ue_002,100.60432211845182,-81.23499218281358,1.5,0.0,0.0,0.0
90.0,ue_003,-7.5106491898186505,46.38161029946059,1.5,0.2761864659998071,-1.0213753194473525,0.0
90.0,ue_004,-82.44172623956395,57.80073978147696,1.5,-0.5759146892471761,1.4388768114262689,0.0
90.0,ue_005,11.942444447544403,-56.815264810808,1.5,0.0,0.0,0.0
90.0,ue_006,-99.39567788154818,6.765007817186415,1.5,0.8648552067339296,2.4648552067339287,0.0
90.0,ue_007,63.26223710941105,12.10709282622718,1.5,0.7535738283801308,-0.30959216800356304,0.0
90.0,ue_008,44.60432211845182,-41.234992182813585,1.5,0.0,0.0,0.0
90.0,ue_009,19.60451532751353,-8.235185391875294,1.5,0.8605028441170017,-0.8605028441170017,0.0
95.0,ue_000,-19.396909943543058,54.367522459292985,1.5,-2.290795627491299,1.2065426572788909,0.0
95.0,ue_001,-67.39567788154818,-49.234992182813585,1.5,0.0,0.0,0.0
95.0,ue_002,84.60432211845182,-65.23499218281358,1.5,-3.2,3.2,0.0
95.0,ue_003,-7.5106491898186505,46.38161029946059,1.5,0.0,0.0,0.0
95.0,ue_004,-84.80430145152351,64.83958417540103,1.5,-0.4725150423919132,1.4077688787848133,0.0
95.0,ue_005,14.061071718052757,-51.873473099300284,1.5,0.42372545410167073,0.9883583423015437,0.0
95.0,ue_006,-99.39567788154818,6.765007817186415,1.5,0.0,0.0,0.0
95.0,ue_007,67.22338527997142,8.145944655666812,1.5,0.7922296341120741,-0.7922296341120738,0.0
95.0,ue_008,44.60432211845182,-41.234992182813585,1.5,0.0,0.0,0.0
95.0,ue_009,20.60432211845182,-9.234992182813585,1.5,0.1999613581876581,-0.1999613581876581,0.0
100.0,ue_000,-18.46784452593758,39.38086292927998,1.5,0.18581308352109574,-2.9973319060026014,0.0
100.0,ue_001,-67.39567788154818,-49.234992182813585,1.5,0.0,0.0,0.0
100.0,ue_002,84.60432211845182,-65.23499218281358,1.5,0.0,0.0,0.0
100.0,ue_003,-7.5106491898186505,46.38161029946059,1.5,0.0,0.0,0.0
100.0,ue_004,-88.35167807939044,70.06404856938013,1.5,-0.7094753255733849,1.044892878795821,0.0
100.0,ue_005,16.166357570089744,-46.96280083581409,1.5,0.42105717040739743,0.9821344526972382,0.0
100.0,ue_006,-99.39567788154818,6.765007817186415,1.5,0.0,0.0,0.0
100.0,ue_007,65.97125299801827,4.131938696752866,1.5,-0.2504264563906304,-0.8028011917827891,0.0
100.0,ue_008,44.60432211845182,-45.90050465492041,1.5,0.0,-0.9331024944213653,0.0
100.0,ue_009,20.60432211845182,-9.234992182813585,1.5,0.0,0.0,0.0
105.0,ue_000,-15.89169809478335,31.698684819042683,1.5,0.5152292862308456,-1.536435622047459,0.0
105.0,ue_001,-67.39567788154818,-49.234992182813585,1.5,0.0,0.0,0.0
105.0,ue_002,77.70968568833439,-49.234992182813585,1.5,-1.378927286023486,3.2,0.0
105.0,ue_003,-16.88413788168691,51.81877300981432,1.5,-1.874697738373652,1.0874325420707465,0.0
105.0,ue_004,-89.18477003734192,62.70820815990261,1.5,-0.16661839159029626,-1.4711680818955046,0.0
105.0,ue_005,18.009840400647466,-42.66279568664454,1.5,0.3686965661115444,0.86000102983391,0.0
105.0,ue_006,-99.39567788154818,6.765007817186415,1.5,0.0,0.0,0.0
105.0,ue_007,62.58640605184215,0.7470917505767414,1.5,-0.6769693892352251,-0.6769693892352249,0.0
105.0,ue_008,45.74162804823205,-47.71045105629023,1.5,0.22746118595604656,-0.3619892802739642,0.0
105.0,ue_009,20.60432211845182,-9.234992182813585,1.5,0.0,0.0,0.0
110.0,ue_000,-15.89169809478335,31.698684819042683,1.5,0.0,0.0,0.0
110.0,ue_001,-62.64586565804027,-53.984804406321494,1.5,0.9499624447015819,-0.9499624447015819,0.0
110.0,ue_002,68.60432211845182,-49.234992182813585,1.5,-1.821072713976514,0.0,0.0
110.0,ue_003,-16.88413788168691,51.81877300981432,1.5,0.0,0.0,0.0
110.0,ue_004,-86.85458247328975,64.87492056165378,1.5,0.46603751281043343,0.4333424803502339,0.0
110.0,ue_005,20.20763453245522,-37.53634377348578,1.5,0.4395588263615508,1.025290382631752,0.0
110.0,ue_006,-91.39567788154818,-1.2349921828135848,1.5,1.6,-1.6,0.0
110.0,ue_007,58.227545269065516,-1.2349921828135848,1.5,-0.8717721565553262,-0.39641678667806524,0.0
110.0,ue_008,48.46336025963621,-44.06201084067402,1.5,0.5443464422808318,0.7296880431232424,0.0
110.0,ue_009,21.387650319868563,-11.235932382037447,1.5,0.15666564028334876,-0.40018803984477247,0.0
115.0,ue_000,-11.724901379338949,16.601356224461018,1.5,0.8333593430888804,-3.019465718916333,0.0
115.0,ue_001,-62.02679366052795,-59.866107961793354,1.5,0.12381439950246431,-1.176260711094372,0.0
115.0,ue_002,68.60432211845182,-49.234992182813585,1.5,0.0,0.0,0.0
115.0,ue_003,-16.88413788168691,51.81877300981432,1.5,0.0,0.0,0.0
115.0,ue_004,-83.39567788154818,70.76500781718642,1.5,0.6917809183483143,1.178017451106527,0.0
115.0,ue_005,20.587027559689087,-40.525700755024154,1.5,0.07587860544677341,-0.5978713963076743,0.0
115.0,ue_006,-91.39567788154818,-1.2349921828135848,1.5,0.0,0.0,0.0
115.0,ue_007,52.979718679543204,-1.2349921828135848,1.5,-1.0495653179044624,0.0,0.0
115.0,ue_008,44.56464311858369,-41.195313182945455,1.5,-0.7797434282105045,0.573339531545713,0.0
115.0,ue_009,14.943203560401018,-9.767815480667803,1.5,-1.2888893518935087,0.2936233802739288,0.0
120.0,ue_000,3.086912027159963,8.467896183900187,1.5,2.9623626812997825,-1.626692008112166,0.0
120.0,ue_001,-66.9951265948937,-64.83444089615911,1.5,-0.9936665868731509,-0.9936665868731509,0.0
120.0,ue_002,68.60432211845182,-49.234992182813585,1.5,0.0,0.0,0.0
120.0,ue_003,-4.176058327781666,61.442019017998426,1.5,2.541615910781049,1.9246492016368208,0.0
120.0,ue_004,-83.39567788154818,70.76500781718642,1.5,0.0,0.0,0.0
120.0,ue_005,20.598492155033433,-46.299106328733124,1.5,0.0022929190688692814,-1.1546811147417941,0.0
120.0,ue_006,-91.39567788154818,-1.2349921828135848,1.5,0.0,0.0,0.0
120.0,ue_007,49.31453272234781,2.0547972132904193,1.5,-0.7330371914390781,0.6579578792208008,0.0
120.0,ue_008,41.23079337841563,-37.8614634427774,1.5,-0.6667699480336111,0.6667699480336111,0.0
120.0,ue_009,15.233561150529319,-6.605753150736085,1.5,0.05807151802566004,0.6324124659863436,0.0
125.0,ue_000,12.604322118451819,1.4591648043804994,1.5,1.9034820182583712,-1.4017462759039376,0.0
125.0,ue_001,-67.39567788154818,-65.23499218281358,1.5,-0.08011025733089525,-0.08011025733089525,0.0
125.0,ue_002,60.60432211845182,-63.75294023473403,1.5,-1.6,-2.9035896103840884,0.0
125.0,ue_003,-7.21142948780423,60.790602181680164,1.5,-0.6070742320045127,-0.1302833672636524,0.0
125.0,ue_004,-83.39567788154818,70.76500781718642,1.5,0.0,0.0,0.0
125.0,ue_005,18.721183307126005,-50.88298423817952,1.5,-0.3754617695814858,-0.9167755818892787,0.0
125.0,ue_006,-82.48657710544808,7.674108593286524,1.5,1.7818201552200208,1.781820155220022,0.0
125.0,ue_007,45.75025134788964,5.619078587748594,1.5,-0.7128562748916352,0.712856274891635,0.0
125.0,ue_008,37.52699450016799,-34.15766456452975,1.5,-0.7407597756495292,0.7407597756495292,0.0
125.0,ue_009,20.87063663890316,-1.3492130965219291,1.5,1.1274150976747683,1.0513080108428312,0.0
130.0,ue_000,20.60432211845182,-9.234992182813585,1.5,1.6,-2.1388313974388167,0.0
130.0,ue_001,-67.39567788154818,-65.23499218281358,1.5,0.0,0.0,0.0
130.0,ue_002,60.60432211845182,-65.23499218281358,1.5,0.0,-0.29641038961591165,0.0
130.0,ue_003,-12.666825262974282,69.49386043576031,1.5,-1.0910791550340104,1.7406516508160295,0.0
130.0,ue_004,-88.8812196431748,69.21169065091523,1.5,-1.0971083523253242,-0.310663433254237,0.0
130.0,ue_005,14.83600859457528,-54.283018808910086,1.5,-0.777034942510145,-0.6800069141461137,0.0
130.0,ue_006,-82.50428427348963,14.765007817186415,1.5,-0.00354143360831074,1.4181798447799783,0.0
130.0,ue_007,44.60432211845182,6.765007817186415,1.5,-0.22918584588756374,0.22918584588756427,0.0
130.0,ue_008,37.98746114831404,-36.58788633253925,1.5,0.09209332962921053,-0.4860443536018991,0.0
130.0,ue_009,27.54605116320902,-4.2122636919455285,1.5,1.335082904861172,-0.5726101190847199,0.0
135.0,ue_000,20.60432211845182,-9.234992182813585,1.5,0.0,0.0,0.0
135.0,ue_001,-67.39567788154818,-65.23499218281358,1.5,0.0,0.0,0.0
135.0,ue_002,60.60432211845182,-65.23499218281358,1.5,0.0,0.0,0.0
135.0,ue_003,-11.395677881548181,70.76500781718642,1.5,0.2542294762852201,0.2542294762852208,0.0
135.0,ue_004,-91.10865249028015,63.50089661998829,1.5,-0.44548656942106957,-1.1421588061853882,0.0
135.0,ue_005,11.942444447544403,-56.815264810808,1.5,-0.5787128294061752,-0.5064492003795834,0.0
135.0,ue_006,-72.86259351248775,6.765007817186415,1.5,1.9283381522003764,-1.6,0.0
135.0,ue_007,44.60432211845182,6.765007817186415,1.5,0.0,0.0,0.0
135.0,ue_008,39.860692205582495,-41.12882207175086,1.5,0.3746462114536911,-0.9081871478423225,0.0
135.0,ue_009,29.055384445036534,-7.6215115660273245,1.5,0.3018666563655025,-0.6818495748163592,0.0
140.0,ue_000,20.60432211845182,-9.234992182813585,1.5,0.0,0.0,0.0
140.0,ue_001,-72.73975845334328,-59.89091161101848,1.5,-1.0688161143590207,1.0688161143590207,0.0
140.0,ue_002,60.60432211845182,-65.23499218281358,1.5,0.0,0.0,0.0
140.0,ue_003,-11.395677881548181,70.76500781718642,1.5,0.0,0.0,0.0
