site_id,x_m,y_m,z_m,yaw_deg,pitch_deg,mount_type,enabled,source,selected
movable_ap_01,95.70809990996455,-12.926250545613614,1.5,-136.70150989672175,-10.0,facade,True,relocated:wall_Blok_L_1_00_00,True
movable_ap_02,114.40331629005709,-33.43485395232706,1.5,114.46793389036804,-10.0,facade,True,relocated:wall_building_452653880_00_00,True
movable_ap_03,99.98089156023681,-43.50118310850955,1.5,-137.29112417569013,-10.0,facade,True,relocated:wall_building_452653890_01_01,True
movable_ap_04,107.7241810936943,-80.58829243877999,1.5,-136.5884333552076,-10.0,facade,True,relocated:wall_building_452653892_00_00,True
movable_ap_05,32.850628589500914,-89.41081389894936,1.5,64.66336262160466,-10.0,facade,True,relocated:wall_Blok_F_02_01,True
movable_ap_06,68.15383408392938,-65.26029887498767,1.5,160.65549247108387,-10.0,facade,True,relocated:wall_building_452653879_12_01,True
