bin_center_m,count
19.222164001906233,77
33.609136342447606,56
47.99610868298898,27
62.38308102353035,68
76.77005336407173,30
91.1570257046131,15
105.54399804515448,9
119.93097038569586,4
134.31794272623722,2
148.7049150667786,0
163.09188740731997,0
177.47885974786135,0
