bin_center_m,count
20.076771390237294,18
36.097611610160854,5
52.118451830084425,2
68.13929205000798,1
84.16013226993155,6
100.18097248985512,3
116.20181270977866,1
132.22265292970224,7
148.2434931496258,2
164.26433336954938,3
180.28517358947295,2
196.3060138093965,2
