distance_m,cdf
12.05680494096467,0.0043859649122807015
12.05680494096467,0.008771929824561403
12.184261459705171,0.013157894736842105
12.184261459705171,0.017543859649122806
12.184261459705171,0.021929824561403508
12.184261459705171,0.02631578947368421
12.184261459705171,0.03070175438596491
12.184261459705171,0.03508771929824561
12.184261459705171,0.039473684210526314
12.184261459705171,0.043859649122807015
12.184261459705171,0.04824561403508772
12.184261459705171,0.05263157894736842
12.184261459705171,0.05701754385964912
12.184261459705171,0.06140350877192982
12.258359468329605,0.06578947368421052
12.313313555812345,0.07017543859649122
12.313313555812345,0.07456140350877193
12.313313555812345,0.07894736842105263
12.55172278036438,0.08333333333333333
12.55172278036438,0.08771929824561403
12.598753481848869,0.09210526315789473
12.920809361663556,0.09649122807017543
12.920809361663556,0.10087719298245613
13.063663017926098,0.10526315789473684
13.336732328129726,0.10964912280701754
13.336732328129726,0.11403508771929824
13.47791716157452,0.11842105263157894
13.57890139527388,0.12280701754385964
13.885599340105415,0.12719298245614036
13.885599340105415,0.13157894736842105
13.910365098256337,0.13596491228070176
14.181811318085673,0.14035087719298245
14.54572914051586,0.14473684210526316
15.053970468659122,0.14912280701754385
15.053970468659122,0.15350877192982457
15.053970468659122,0.15789473684210525
15.723052205367448,0.16228070175438597
16.649426393009236,0.16666666666666666
17.20838695927677,0.17105263157894737
17.20838695927677,0.17543859649122806
17.58798788286884,0.17982456140350878
18.211044402095446,0.18421052631578946
18.31796620292823,0.18859649122807018
18.31796620292823,0.19298245614035087
18.64018668018436,0.19736842105263158
18.64018668018436,0.20175438596491227
18.661729773224874,0.20614035087719298
18.661729773224874,0.21052631578947367
18.661729773224874,0.2149122807017544
18.800963553564888,0.21929824561403508
19.21030733819288,0.2236842105263158
19.539316609941295,0.22807017543859648
19.539316609941295,0.2324561403508772
20.012444261122056,0.23684210526315788
20.53705768459149,0.2412280701754386
20.53705768459149,0.24561403508771928
20.65299926536806,0.25
20.65299926536806,0.2543859649122807
20.65299926536806,0.25877192982456143
21.5035371859538,0.2631578947368421
21.5035371859538,0.2675438596491228
21.5035371859538,0.2719298245614035
21.5035371859538,0.27631578947368424
21.5035371859538,0.2807017543859649
21.5035371859538,0.2850877192982456
21.669587647776083,0.2894736842105263
21.669587647776083,0.29385964912280704
21.669587647776083,0.2982456140350877
21.669587647776083,0.3026315789473684
21.78203805128712,0.30701754385964913
22.150217382811793,0.31140350877192985
22.519729830757576,0.3157894736842105
22.519729830757576,0.3201754385964912
23.64443674080376,0.32456140350877194
23.67937881849566,0.32894736842105265
23.885022760450465,0.3333333333333333
24.41060122930413,0.33771929824561403
24.41060122930413,0.34210526315789475
24.41060122930413,0.34649122807017546
24.41060122930413,0.3508771929824561
24.41060122930413,0.35526315789473684
24.41060122930413,0.35964912280701755
25.20389948103647,0.36403508771929827
25.20389948103647,0.3684210526315789
25.20389948103647,0.37280701754385964
25.37665440161414,0.37719298245614036
25.37665440161414,0.3815789473684211
25.37665440161414,0.38596491228070173
25.37665440161414,0.39035087719298245
25.37665440161414,0.39473684210526316
25.802288079758743,0.3991228070175439
25.802288079758743,0.40350877192982454
26.120279251826933,0.40789473684210525
26.120279251826933,0.41228070175438597
26.120279251826933,0.4166666666666667
26.120279251826933,0.42105263157894735
26.120279251826933,0.42543859649122806
26.293401951703935,0.4298245614035088
26.293401951703935,0.4342105263157895
26.293401951703935,0.43859649122807015
26.30922823366328,0.44298245614035087
26.30922823366328,0.4473684210526316
26.45120185940471,0.4517543859649123
26.45120185940471,0.45614035087719296
27.20705371062199,0.4605263157894737
27.725303547485677,0.4649122807017544
27.725303547485677,0.4692982456140351
27.725303547485677,0.47368421052631576
27.725303547485677,0.4780701754385965
27.72624504449189,0.4824561403508772
27.750926636642948,0.4868421052631579
27.750926636642948,0.49122807017543857
27.750926636642948,0.4956140350877193
27.750926636642948,0.5
27.750926636642948,0.5043859649122807
28.407059334373365,0.5087719298245614
28.407059334373365,0.5131578947368421
29.30885470722282,0.5175438596491229
29.30885470722282,0.5219298245614035
30.872046412770743,0.5263157894736842
30.872046412770743,0.5307017543859649
31.38044040853233,0.5350877192982456
31.38044040853233,0.5394736842105263
32.01237587179202,0.543859649122807
32.50555790261547,0.5482456140350878
32.66147705180677,0.5526315789473685
32.737658095173636,0.5570175438596491
32.737658095173636,0.5614035087719298
32.737658095173636,0.5657894736842105
32.737658095173636,0.5701754385964912
33.25044130817971,0.5745614035087719
33.25669472925757,0.5789473684210527
33.25669472925757,0.5833333333333334
33.4033213894547,0.5877192982456141
34.05534272974146,0.5921052631578947
34.05534272974146,0.5964912280701754
34.05534272974146,0.6008771929824561
34.05534272974146,0.6052631578947368
34.18957078261873,0.6096491228070176
34.38190629285443,0.6140350877192983
34.91137579718889,0.618421052631579
34.91137579718889,0.6228070175438597
36.05936423446843,0.6271929824561403
36.48908738824434,0.631578947368421
37.01777734974242,0.6359649122807017
37.01777734974242,0.6403508771929824
37.01777734974242,0.6447368421052632
37.30446483814339,0.6491228070175439
37.907193894824736,0.6535087719298246
38.021922215186976,0.6578947368421053
38.43183577057688,0.6622807017543859
38.67281015222568,0.6666666666666666
39.00608069884333,0.6710526315789473
40.11078840618843,0.6754385964912281
40.224456238663706,0.6798245614035088
41.135792126147145,0.6842105263157895
41.99700968845927,0.6885964912280702
42.70515509483427,0.6929824561403509
43.580045662912035,0.6973684210526315
44.91727571944048,0.7017543859649122
45.3276209724797,0.706140350877193
45.77997424222799,0.7105263157894737
46.81059394378105,0.7149122807017544
