time_s,worst_user_sinr_db
0.0,-40.1744435799781
5.0,-11.144727639056454
10.0,-10.739697586770493
15.0,-10.71129690126126
20.0,0.3965970980139766
25.0,0.30794824386539077
30.0,4.0391830678591125
35.0,4.51038832904805
40.0,4.534023768127659
45.0,16.78187942199275
50.0,16.778288092752348
55.0,6.677702893470388
60.0,14.889074194080402
65.0,-26.068137465931276
70.0,-18.014258166544046
75.0,21.4240436222947
80.0,-0.5178446813520021
85.0,-19.629443670674934
90.0,-21.287944452816262
95.0,-21.28853396344292
100.0,-21.285934339775988
105.0,-21.287185253988916
110.0,-25.383874978283202
115.0,-23.533678126084688
120.0,13.595725983539515
125.0,12.410753434373756
130.0,14.653595897357052
135.0,11.730472820497685
140.0,12.48112808351491
145.0,1.3494810856111403
150.0,-33.01490750174252
155.0,8.78573630688987
160.0,9.005848638162394
165.0,11.214369975160903
170.0,8.18785865150186
175.0,8.152381831697596
180.0,11.506930431304767
185.0,12.158368923218719
190.0,11.524263315844593
195.0,16.612642045251626
200.0,13.616895531171835
205.0,11.144128805576951
210.0,12.357982563229864
215.0,12.915759842189418
220.0,12.39204558231079
225.0,14.19448820718263
230.0,10.596067299817475
235.0,9.863237962599225
240.0,6.354037636327318
245.0,7.790377554461103
250.0,11.871368650688739
255.0,12.005818678723742
260.0,14.215578543282344
265.0,14.83859556765736
270.0,17.036199467483485
275.0,16.67323807559981
280.0,3.625851024602593
285.0,17.86194146657428
290.0,18.537276915464
295.0,19.56810389934576
300.0,18.282557066058768
305.0,19.791966505704842
310.0,18.665708521556038
315.0,20.54054938079718
320.0,20.663979687286144
325.0,26.579013135259686
330.0,23.37373798455916
335.0,18.451589020192735
340.0,20.162581630880723
345.0,14.612084624340014
350.0,25.320486861507113
355.0,22.28825834664255
360.0,16.00284088609938
365.0,22.722132188242536
370.0,20.707902766303505
375.0,16.62087633901771
380.0,17.13349381163505
385.0,15.03052257546795
390.0,11.421128035065776
395.0,23.13600458173966
400.0,21.03196638001707
405.0,10.452077399288367
410.0,10.303693021275066
415.0,3.584894785758151
420.0,3.9253195347357153
425.0,3.3039292103527442
430.0,10.757753804410196
435.0,10.084603503910314
440.0,-9.697384212594493
445.0,-22.655663614568248
450.0,-21.313792484579295
455.0,-21.495166560794658
460.0,-21.49464812022142
465.0,19.46510383145213
470.0,16.675772565128884
475.0,13.222248061568527
480.0,-21.4725512988908
485.0,-21.280006865490503
490.0,-21.836501734650014
495.0,-21.89026833950541
500.0,12.051045968137315
505.0,-42.218080718280575
510.0,-42.430320574496214
515.0,-42.12453415963762
520.0,-42.12914372269011
525.0,-25.19095636960422
530.0,8.373671991510585
535.0,9.944593752957028
540.0,10.44864247559541
545.0,4.623089277855614
550.0,-34.68853658546535
555.0,-31.811648992349703
560.0,-31.800180930434795
565.0,-24.5362905079751
570.0,-42.100035701975706
575.0,7.119862369963215
580.0,8.577729612817755
585.0,5.453628254390717
590.0,10.497616003931096
595.0,10.301761352490699
600.0,-0.3438677479760183
605.0,14.636774674486627
610.0,15.569841987813628
615.0,14.129303530791667
620.0,-31.917227224696113
625.0,-31.472105812661862
630.0,-31.534255454152046
635.0,-31.540484751680303
640.0,-26.11907782814768
645.0,14.716344151368377
650.0,-0.013466902895452972
655.0,-0.5860599858514857
660.0,-31.581561210155662
665.0,5.286521649943456
