esr_bps_hz,cdf,window_index,window_style
51.87620057438246,0.008333333333333333,0,solid
58.91083291933906,0.016666666666666666,0,solid
61.01380363803952,0.025,0,solid
61.01451530865963,0.03333333333333333,0,solid
61.87900285537103,0.041666666666666664,0,solid
62.701252987932264,0.05,0,solid
63.24552898081861,0.058333333333333334,0,solid
63.530705479354175,0.06666666666666667,0,solid
63.67174239019549,0.075,0,solid
64.88561532276233,0.08333333333333333,0,solid
65.67634571036056,0.09166666666666666,0,solid
66.41630412466608,0.1,0,solid
66.54143724031387,0.10833333333333334,0,solid
69.10472121336578,0.11666666666666667,0,solid
70.55848775999507,0.125,0,solid
70.57655834133304,0.13333333333333333,0,solid
70.68505829216882,0.14166666666666666,0,solid
71.53188301693609,0.15,0,solid
72.24949050108143,0.15833333333333333,0,solid
72.29058135428073,0.16666666666666666,0,solid
72.32287685254337,0.175,0,solid
73.07466046130034,0.18333333333333332,0,solid
74.79899203528174,0.19166666666666668,0,solid
74.97876709719995,0.2,0,solid
76.69916824110612,0.20833333333333334,0,solid
77.30276945354984,0.21666666666666667,0,solid
77.42852727766846,0.225,0,solid
77.53964364790949,0.23333333333333334,0,solid
78.00903425065543,0.24166666666666667,0,solid
78.60940508278073,0.25,0,solid
78.85190806456835,0.25833333333333336,0,solid
79.20409486236032,0.26666666666666666,0,solid
79.26627763791777,0.275,0,solid
79.34365735787398,0.2833333333333333,0,solid
79.77837621718801,0.2916666666666667,0,solid
81.34768859047036,0.3,0,solid
82.20660554552353,0.30833333333333335,0,solid
82.46256061862874,0.31666666666666665,0,solid
82.81302127284769,0.325,0,solid
83.30609562593312,0.3333333333333333,0,solid
83.43042273832535,0.3416666666666667,0,solid
84.34237766457339,0.35,0,solid
84.47543422092663,0.35833333333333334,0,solid
84.51937028535946,0.36666666666666664,0,solid
84.75724798302434,0.375,0,solid
84.87377942917071,0.38333333333333336,0,solid
85.12751663547168,0.39166666666666666,0,solid
85.5733981270315,0.4,0,solid
85.80644687977531,0.4083333333333333,0,solid
85.95172021846834,0.4166666666666667,0,solid
86.07421416424425,0.425,0,solid
86.68930206566019,0.43333333333333335,0,solid
86.71227492311503,0.44166666666666665,0,solid
87.0862400331111,0.45,0,solid
87.46783361903039,0.4583333333333333,0,solid
87.56533787970632,0.4666666666666667,0,solid
87.71583799617953,0.475,0,solid
87.74480792905729,0.48333333333333334,0,solid
87.97606545204177,0.49166666666666664,0,solid
88.28875860426203,0.5,0,solid
88.42019842902889,0.5083333333333333,0,solid
88.50075677481243,0.5166666666666667,0,solid
88.55604883104134,0.525,0,solid
88.5587234993198,0.5333333333333333,0,solid
88.7759136208069,0.5416666666666666,0,solid
88.97222980671083,0.55,0,solid
89.34623778499679,0.5583333333333333,0,solid
89.42050942127065,0.5666666666666667,0,solid
89.64692375008532,0.575,0,solid
90.03007357791644,0.5833333333333334,0,solid
90.0650496467269,0.5916666666666667,0,solid
90.1750253722083,0.6,0,solid
90.26902978970854,0.6083333333333333,0,solid
90.82841700369522,0.6166666666666667,0,solid
90.97011872533703,0.625,0,solid
91.10000317344686,0.6333333333333333,0,solid
91.45462797605883,0.6416666666666667,0,solid
91.58221912043336,0.65,0,solid
91.63092388153223,0.6583333333333333,0,solid
91.64643851560987,0.6666666666666666,0,solid
91.72274236843518,0.675,0,solid
92.0689390909879,0.6833333333333333,0,solid
92.29661600970454,0.6916666666666667,0,solid
92.93103510827567,0.7,0,solid
93.40994283625379,0.7083333333333334,0,solid
93.47228121393114,0.7166666666666667,0,solid
94.05190363693819,0.725,0,solid
94.32093252557334,0.7333333333333333,0,solid
94.40713673883758,0.7416666666666667,0,solid
94.49003956938384,0.75,0,solid
94.51805738700337,0.7583333333333333,0,solid
95.55833546685622,0.7666666666666667,0,solid
95.7408227345413,0.775,0,solid
95.93293658470331,0.7833333333333333,0,solid
96.57415105039772,0.7916666666666666,0,solid
96.68036695333697,0.8,0,solid
96.75809769095056,0.8083333333333333,0,solid
96.91185435685827,0.8166666666666667,0,solid
96.95586717975264,0.825,0,solid
96.9713260819184,0.8333333333333334,0,solid
97.0056390691307,0.8416666666666667,0,solid
97.84199000094921,0.85,0,solid
98.09192792565364,0.8583333333333333,0,solid
98.16548455948785,0.8666666666666667,0,solid
99.0810844028372,0.875,0,solid
99.27582537580804,0.8833333333333333,0,solid
99.28211547349531,0.8916666666666667,0,solid
99.39496021673258,0.9,0,solid
100.01975255556256,0.9083333333333333,0,solid
100.83610446149264,0.9166666666666666,0,solid
101.17012438880754,0.925,0,solid
101.58148864664628,0.9333333333333333,0,solid
101.73186148282181,0.9416666666666667,0,solid
101.78432486658647,0.95,0,solid
102.41342968503727,0.9583333333333334,0,solid
103.48512920739053,0.9666666666666667,0,solid
103.97849404813681,0.975,0,solid
104.27898666896122,0.9833333333333333,0,solid
106.263504076861,0.9916666666666667,0,solid
109.89087440628751,1.0,0,solid
