esr_bps_hz,cdf,window_index,window_style
82.63087461415776,0.008333333333333333,3,dash dot
84.30544815414683,0.016666666666666666,3,dash dot
84.32840999736702,0.025,3,dash dot
84.54280894967818,0.03333333333333333,3,dash dot
85.6814061443217,0.041666666666666664,3,dash dot
85.72003885982893,0.05,3,dash dot
86.12034054740414,0.058333333333333334,3,dash dot
86.81075403599812,0.06666666666666667,3,dash dot
88.23954016352786,0.075,3,dash dot
88.39512279167461,0.08333333333333333,3,dash dot
88.89557415421687,0.09166666666666666,3,dash dot
89.08565919808687,0.1,3,dash dot
89.45247311631448,0.10833333333333334,3,dash dot
89.7123041148326,0.11666666666666667,3,dash dot
89.7828750883127,0.125,3,dash dot
89.98779298428795,0.13333333333333333,3,dash dot
90.01706337751283,0.14166666666666666,3,dash dot
90.52184783828176,0.15,3,dash dot
91.32532465771364,0.15833333333333333,3,dash dot
92.60587637548674,0.16666666666666666,3,dash dot
92.74692045983356,0.175,3,dash dot
92.78607246609089,0.18333333333333332,3,dash dot
93.13027368579793,0.19166666666666668,3,dash dot
93.49969130476326,0.2,3,dash dot
93.83014796410613,0.20833333333333334,3,dash dot
93.95761811780478,0.21666666666666667,3,dash dot
94.1484795808432,0.225,3,dash dot
94.2083804397598,0.23333333333333334,3,dash dot
94.63111259882596,0.24166666666666667,3,dash dot
94.73035263486047,0.25,3,dash dot
94.78046711076746,0.25833333333333336,3,dash dot
95.46632498198956,0.26666666666666666,3,dash dot
95.74564199313247,0.275,3,dash dot
95.8319409174366,0.2833333333333333,3,dash dot
96.35115450888172,0.2916666666666667,3,dash dot
96.40958441149864,0.3,3,dash dot
96.51569485017289,0.30833333333333335,3,dash dot
96.60335522627524,0.31666666666666665,3,dash dot
96.70261325035223,0.325,3,dash dot
96.84051227806381,0.3333333333333333,3,dash dot
96.95972663460921,0.3416666666666667,3,dash dot
97.42479020300878,0.35,3,dash dot
97.59906733682145,0.35833333333333334,3,dash dot
97.6282571974788,0.36666666666666664,3,dash dot
97.83154355420345,0.375,3,dash dot
97.93435809937635,0.38333333333333336,3,dash dot
97.9371516784196,0.39166666666666666,3,dash dot
98.08708911159803,0.4,3,dash dot
98.11368302882384,0.4083333333333333,3,dash dot
98.81426438408933,0.4166666666666667,3,dash dot
98.89851753819605,0.425,3,dash dot
98.95354504765031,0.43333333333333335,3,dash dot
99.10332985792671,0.44166666666666665,3,dash dot
99.20590059695836,0.45,3,dash dot
99.23713959020618,0.4583333333333333,3,dash dot
99.24879538421453,0.4666666666666667,3,dash dot
99.42867578282211,0.475,3,dash dot
99.53644878015801,0.48333333333333334,3,dash dot
99.55722547382689,0.49166666666666664,3,dash dot
99.65208357756711,0.5,3,dash dot
99.65818319068788,0.5083333333333333,3,dash dot
100.13122364453953,0.5166666666666667,3,dash dot
100.13435053428378,0.525,3,dash dot
100.18447797711943,0.5333333333333333,3,dash dot
100.21676478140046,0.5416666666666666,3,dash dot
100.77564663444278,0.55,3,dash dot
100.94053007738694,0.5583333333333333,3,dash dot
101.07576567002064,0.5666666666666667,3,dash dot
101.28686016597631,0.575,3,dash dot
101.44218678773402,0.5833333333333334,3,dash dot
101.47616569375062,0.5916666666666667,3,dash dot
101.54200879187627,0.6,3,dash dot
101.57848961401909,0.6083333333333333,3,dash dot
101.59459399685846,0.6166666666666667,3,dash dot
101.95014717000858,0.625,3,dash dot
102.1053352850365,0.6333333333333333,3,dash dot
102.17215108090113,0.6416666666666667,3,dash dot
102.3297835745417,0.65,3,dash dot
102.46724925868534,0.6583333333333333,3,dash dot
102.61805248236405,0.6666666666666666,3,dash dot
102.62493935108002,0.675,3,dash dot
102.84157403483593,0.6833333333333333,3,dash dot
103.05068128718536,0.6916666666666667,3,dash dot
103.09857526227593,0.7,3,dash dot
103.74521167686666,0.7083333333333334,3,dash dot
103.80444101960717,0.7166666666666667,3,dash dot
104.3780593559082,0.725,3,dash dot
104.7297087998059,0.7333333333333333,3,dash dot
104.82289824052222,0.7416666666666667,3,dash dot
105.13919180808458,0.75,3,dash dot
105.25532340288224,0.7583333333333333,3,dash dot
105.5102358028393,0.7666666666666667,3,dash dot
105.73824617132506,0.775,3,dash dot
105.81026629979662,0.7833333333333333,3,dash dot
106.12417702675523,0.7916666666666666,3,dash dot
106.15079229727374,0.8,3,dash dot
106.76036552406221,0.8083333333333333,3,dash dot
106.82268780417951,0.8166666666666667,3,dash dot
106.91433230993601,0.825,3,dash dot
107.03943995341533,0.8333333333333334,3,dash dot
107.13513215836026,0.8416666666666667,3,dash dot
107.21203297305294,0.85,3,dash dot
107.26894113621537,0.8583333333333333,3,dash dot
107.2738752958561,0.8666666666666667,3,dash dot
107.52088032955609,0.875,3,dash dot
108.10141571731555,0.8833333333333333,3,dash dot
108.55233693906317,0.8916666666666667,3,dash dot
108.82718233906336,0.9,3,dash dot
108.84141189294974,0.9083333333333333,3,dash dot
108.86747851916994,0.9166666666666666,3,dash dot
108.93003276575492,0.925,3,dash dot
109.08591841567619,0.9333333333333333,3,dash dot
109.21690294796855,0.9416666666666667,3,dash dot
109.39647756582642,0.95,3,dash dot
109.51455874397617,0.9583333333333334,3,dash dot
110.59317436617404,0.9666666666666667,3,dash dot
110.94091148961982,0.975,3,dash dot
111.26288807690412,0.9833333333333333,3,dash dot
111.42551069000172,0.9916666666666667,3,dash dot
111.91929510877833,1.0,3,dash dot
