x_m,y_m
-105.32431291299872,-89.72698601242155
-98.54606522619724,-84.71292452793568
nan,nan
-98.54606522619724,-84.71292452793568
-66.66610527446028,-61.14093914069235
nan,nan
-66.66610527446028,-61.14093914069235
-54.2091197068803,-39.545951921492815
nan,nan
-54.2091197068803,-39.545951921492815
-47.675355573534034,-25.14775864314288
nan,nan
-47.675355573534034,-25.14775864314288
-48.76256853248924,-9.010018943808973
nan,nan
-48.76256853248924,-9.010018943808973
-53.6261500393739,1.8977667409926653
nan,nan
-53.6261500393739,1.8977667409926653
-54.60716648504604,4.06812331546098
nan,nan
-54.60716648504604,4.06812331546098
-55.257594473077916,5.385313242673874
nan,nan
-54.60716648504604,4.06812331546098
-50.92921244329773,5.68269541207701
nan,nan
-55.257594473077916,5.385313242673874
-73.07145633990876,41.692177715711296
nan,nan
78.62382694834378,-22.820352585054934
69.67290286940988,-32.17066217865795
nan,nan
69.67290286940988,-32.17066217865795
63.14669479499571,-37.86092315427959
nan,nan
63.14669479499571,-37.86092315427959
54.75352726271376,-42.54599054064602
nan,nan
54.75352726271376,-42.54599054064602
48.61269248451572,-43.86183328740299
nan,nan
48.61269248451572,-43.86183328740299
47.05303597089369,-44.199369221925735
nan,nan
47.05303597089369,-44.199369221925735
40.65727748291101,-43.05983989313245
nan,nan
40.65727748291101,-43.05983989313245
38.860735933762044,-42.08733525406569
nan,nan
38.860735933762044,-42.08733525406569
33.858583244727924,-39.37739350832999
nan,nan
38.860735933762044,-42.08733525406569
20.29859833419323,-81.78012424707413
nan,nan
33.858583244727924,-39.37739350832999
26.873515099752694,-33.80610361881554
nan,nan
26.873515099752694,-33.80610361881554
24.234848354710266,-29.80557200871408
nan,nan
26.873515099752694,-33.80610361881554
20.57936958631035,-36.66925533674657
nan,nan
24.234848354710266,-29.80557200871408
23.20752059284132,-27.924830339848995
nan,nan
24.234848354710266,-29.80557200871408
-14.6397865092149,-40.91164428461343
nan,nan
23.20752059284132,-27.924830339848995
22.9630832078401,-20.731673368252814
nan,nan
22.9630832078401,-20.731673368252814
24.441290934104472,-11.93158579710871
nan,nan
24.441290934104472,-11.93158579710871
31.08171714830678,-5.728692457079887
nan,nan
24.441290934104472,-11.93158579710871
16.25552262936253,-8.306951207108796
nan,nan
31.08171714830678,-5.728692457079887
49.487139132921584,10.89696638006717
nan,nan
49.487139132921584,10.89696638006717
53.127970827626996,14.179457568563521
nan,nan
53.127970827626996,14.179457568563521
107.08212515723426,63.31070584990084
nan,nan
53.127970827626996,14.179457568563521
0.2629905309295282,70.28942338749766
nan,nan
107.08212515723426,63.31070584990084
109.22736635920592,65.4222002653405
nan,nan
109.22736635920592,65.4222002653405
111.37993518065196,67.50040220748633
nan,nan
111.37993518065196,67.50040220748633
112.18468581710476,68.35338336415589
nan,nan
16.25552262936253,-8.306951207108796
8.318089890410192,-4.268424900248647
nan,nan
8.318089890410192,-4.268424900248647
3.1974476592149585,0.5645824978128076
nan,nan
3.1974476592149585,0.5645824978128076
0.2992134215310216,8.966680987738073
nan,nan
0.2992134215310216,8.966680987738073
-2.9604783565737307,16.331019347533584
nan,nan
-2.9604783565737307,16.331019347533584
-4.929457005462609,17.746733971871436
nan,nan
-4.929457005462609,17.746733971871436
-7.31489025556948,19.469841520301998
nan,nan
-7.31489025556948,19.469841520301998
-12.286423868266866,19.73342588264495
nan,nan
-12.286423868266866,19.73342588264495
-35.487382528255694,11.291684183292091
nan,nan
-12.286423868266866,19.73342588264495
-12.837040446465835,20.873629027046263
nan,nan
-35.487382528255694,11.291684183292091
-46.52223273261916,7.282033554278314
nan,nan
-46.52223273261916,7.282033554278314
-50.92921244329773,5.68269541207701
nan,nan
-46.52223273261916,7.282033554278314
-47.295626689330675,10.455304869450629
nan,nan
0.2629905309295282,70.28942338749766
14.396845610346645,82.15842261444777
nan,nan
0.2629905309295282,70.28942338749766
-2.796028630924411,67.72433150094002
nan,nan
-75.26588919805363,46.15300080738962
-67.1907094368944,48.18792381044477
nan,nan
-75.26588919805363,46.15300080738962
-73.07145633990876,41.692177715711296
nan,nan
-75.26588919805363,46.15300080738962
-81.43160330655519,52.5441620182246
nan,nan
-67.1907094368944,48.18792381044477
-70.76979859150015,52.33516748342663
nan,nan
-67.1907094368944,48.18792381044477
-62.912505730986595,47.13913209736347
nan,nan
-70.76979859150015,52.33516748342663
-88.47685846721288,70.24841029569507
nan,nan
20.29859833419323,-81.78012424707413
34.11862264445517,-87.50806447677314
nan,nan
