time_s,x_m,y_m
130.0,-91.39567788154818,62.765007817186415
130.0,30.745255627926895,-1.2349921828135848
130.0,-3.395677881548181,59.215116797853696
130.0,99.67239352543177,53.833079224166376
130.0,16.90099544343298,-52.47588600442144
130.0,36.60432211845182,6.765007817186415
140.0,-27.39567788154818,62.765007817186415
140.0,-59.35476336063422,-48.4662567845383
140.0,60.60432211845182,-33.234992182813585
140.0,-3.395677881548181,38.765007817186415
140.0,-91.39567788154818,48.304007870217475
140.0,40.01261632394235,-1.2349921828135848
140.0,-12.501338556525297,52.28353150933981
140.0,107.39907618066034,63.16262235528606
140.0,13.251481448145828,-53.76187817235657
140.0,28.60432211845182,13.061855236360284
150.0,-41.0169515800328,65.1437341187018
150.0,-65.15882696074719,-58.67264193008766
150.0,56.47317986346783,2.8961500721704043
150.0,-10.911890945150374,60.359157443938095
150.0,-101.1819034919071,48.55123342754533
150.0,48.80162019573852,-5.432290260100289
150.0,-12.501338556525297,52.28353150933981
150.0,110.58844895085333,68.43132821478535
150.0,17.982087393276945,-42.72753080249158
150.0,24.07969430833777,11.289635627300465
160.0,-45.583267910510244,72.95259784614848
160.0,-57.74029629431438,-47.57961059557979
160.0,44.60432211845182,22.765007817186415
160.0,4.604322118451819,70.76500781718642
160.0,-107.39567788154818,54.765007817186415
160.0,56.800425812171,-13.431095876532769
160.0,-18.70076157618314,50.511228585615754
160.0,106.43644048077388,62.458900656636054
160.0,20.58478190216391,-39.394819874969805
160.0,28.60432211845182,6.765007817186415
170.0,-43.39567788154818,68.05735005645337
170.0,-52.179302306420766,-34.99277588784284
170.0,44.60432211845182,22.765007817186415
170.0,4.604322118451819,70.76500781718642
170.0,-107.39567788154818,54.765007817186415
170.0,64.66441549529812,-21.295085559659885
170.0,-18.70076157618314,50.511228585615754
170.0,101.55615222348783,55.941371561138205
170.0,20.60333694112987,-48.7388710314964
170.0,28.60432211845182,6.765007817186415
180.0,-43.39567788154818,78.76500781718642
180.0,-59.39567788154818,-41.33054778069136
180.0,44.60432211845182,22.765007817186415
180.0,-27.39567788154818,84.37144028931515
180.0,-99.39567788154818,48.37123839684493
180.0,68.60432211845182,-21.267940995896446
180.0,-15.136604417614404,53.5057854587943
180.0,108.73130611486863,64.809121016043
180.0,27.033676011402537,-42.80563828986286
180.0,28.60432211845182,6.765007817186415
190.0,-43.39567788154818,78.76500781718642
190.0,-59.39567788154818,-54.796748391698976
190.0,36.60432211845182,30.765007817186415
190.0,-11.395677881548181,94.76500781718642
190.0,-91.90419083352265,38.25649486521195
190.0,63.428063569005374,-22.41125073226003
190.0,-13.576309218650493,39.50214885071707
190.0,109.30360968833632,75.92700464239574
190.0,25.165207637371527,-32.23915273933826
190.0,32.68631570034686,-1.2349921828135848
200.0,-40.73346433912963,73.42722135960497
200.0,-67.11767430751563,-63.67495365212981
200.0,36.60432211845182,30.765007817186415
200.0,-11.395677881548181,94.76500781718642
200.0,-99.39567788154818,30.765007817186415
200.0,60.43042737518903,-33.511729567883165
200.0,-12.501338556525297,52.28353150933981
200.0,102.09756022073321,78.76500781718642
200.0,24.234848354710266,-29.80557200871408
200.0,25.310966876475927,-9.697019271003047
210.0,-27.39567788154818,70.76500781718642
210.0,-76.83411527122514,-74.67342957249055
210.0,44.60432211845182,14.765007817186415
210.0,0.2629905309295282,70.28942338749766
210.0,-99.39567788154818,30.765007817186415
210.0,54.9172670483548,-42.28541383050545
210.0,-12.501338556525297,52.28353150933981
210.0,100.60432211845182,78.76500781718642
210.0,24.234848354710266,-29.80557200871408
210.0,21.817722984134345,-22.918381580486933
220.0,-27.39567788154818,70.76500781718642
220.0,-90.99172930782692,-81.23499218281358
220.0,44.60432211845182,14.765007817186415
220.0,0.2629905309295282,70.28942338749766
220.0,-93.30313834087809,22.765007817186415
220.0,44.761048242525156,-49.1316992365783
220.0,-18.34272596009395,31.808266725192976
220.0,100.60432211845182,78.76500781718642
220.0,20.60432211845182,-33.234992182813585
220.0,26.344145708291244,-23.73731477834096
230.0,-27.39567788154818,70.76500781718642
230.0,-91.39567788154818,-81.23499218281358
230.0,36.60432211845182,6.765007817186415
230.0,-11.401302496136818,46.14590706974957
230.0,-103.7968447333949,27.166174669033136
230.0,36.60432211845182,-49.234992182813585
230.0,-12.286423868266866,19.73342588264495
230.0,108.44730003725421,70.92202989838403
230.0,20.60432211845182,-33.234992182813585
230.0,29.894162422587694,-11.244308840485338
240.0,-27.39567788154818,86.76500781718642
240.0,-91.39567788154818,-81.23499218281358
240.0,36.60432211845182,6.765007817186415
240.0,-11.432963887986602,36.294716801851116
240.0,-100.89180816218436,37.268877536550235
240.0,36.60432211845182,-49.234992182813585
240.0,-12.286423868266866,19.73342588264495
240.0,108.60432211845182,70.76500781718642
240.0,12.604322118451819,-35.16358903836005
240.0,23.83587110584136,-2.6209867482144844
250.0,-27.39567788154818,86.76500781718642
250.0,-91.39567788154818,-81.23499218281358
250.0,41.913323478937386,6.765007817186415
250.0,-1.8469869540957236,21.216316889733957
250.0,-91.42043724876038,46.740248449974224
250.0,36.60432211845182,-49.234992182813585
250.0,-19.658026855438948,34.175891754217446
250.0,108.60432211845182,70.76500781718642
250.0,12.604322118451819,-41.234992182813585
250.0,20.073818151701335,6.234503850435931
260.0,-19.39567788154818,94.76500781718642
260.0,-99.39567788154818,-85.68490130139368
260.0,47.575704520752794,6.147772330450308
260.0,-3.395677881548181,22.765007817186415
260.0,-79.61480697861894,54.765007817186415
260.0,46.691388530618454,-44.72152291355286
260.0,-19.658026855438948,34.175891754217446
260.0,108.60432211845182,70.76500781718642
260.0,12.604322118451819,-41.234992182813585
260.0,15.112936629519293,-6.093892420422415
270.0,-19.39567788154818,94.76500781718642
270.0,-99.39567788154818,-81.23499218281358
270.0,69.38456677699926,-0.45474752426614007
270.0,-3.395677881548181,22.765007817186415
270.0,-81.26195440597351,60.63128434161174
270.0,47.05303597089369,-44.199369221925735
270.0,-19.40749360645681,30.93106721195064
270.0,110.07507332406159,72.79608062527714
270.0,4.604322118451819,-43.651397998891916
270.0,20.956829015790486,-18.455535928764576
280.0,-10.41708291007894,85.78641284571718
280.0,-99.39567788154818,-81.23499218281358
280.0,68.60432211845182,-1.2349921828135848
280.0,-3.395677881548181,22.765007817186415
280.0,-92.74547697791584,61.41520872081875
280.0,47.05303597089369,-44.199369221925735
280.0,-5.977861846073553,15.13562281054688
280.0,108.60432211845182,78.76500781718642
280.0,4.604322118451819,-49.234992182813585
280.0,26.843054380886787,-30.52869366572401
290.0,-3.395677881548181,78.76500781718642
290.0,-99.39567788154818,-81.23499218281358
290.0,68.60432211845182,-1.2349921828135848
290.0,9.196085355966742,7.374821482686905
290.0,-101.45661695088322,56.82594688652145
290.0,50.71293434428331,-47.34360440864508
290.0,15.265539472063187,-6.38946672433601
290.0,108.60432211845182,78.76500781718642
290.0,4.604322118451819,-49.234992182813585
290.0,36.60432211845182,-30.739125434168358
300.0,-3.395677881548181,78.76500781718642
300.0,-93.34101361175865,-83.18032791302406
300.0,68.60432211845182,-1.2349921828135848
300.0,12.604322118451819,20.777295468684056
300.0,-100.7518717340717,62.765007817186415
300.0,42.69860376113246,-40.90555370156109
300.0,18.05063367218751,-5.387765861643112
300.0,108.60432211845182,78.76500781718642
300.0,-6.610306595884785,-46.855392870945344
300.0,36.60432211845182,-25.234992182813585
310.0,4.604322118451819,63.09205182538884
310.0,-93.41484373234951,-71.21582633201226
310.0,60.60432211845182,6.765007817186415
310.0,4.604322118451819,22.765007817186415
310.0,-91.42104371014028,54.79037364577851
310.0,32.76033342631051,-39.531314378569945
310.0,28.60432211845182,-1.2349921828135848
310.0,100.04672680020958,87.32260313542865
310.0,-14.6397865092149,-40.91164428461343
310.0,36.60432211845182,-25.234992182813585
320.0,4.604322118451819,70.76500781718642
320.0,-99.39567788154818,-59.88206744781352
320.0,60.60432211845182,6.765007817186415
320.0,4.604322118451819,22.765007817186415
320.0,-86.51965111718694,51.64103458154766
320.0,23.35574028348629,-40.849378025402295
320.0,28.60432211845182,-1.2349921828135848
320.0,91.73224223314621,94.76500781718642
320.0,-14.6397865092149,-40.91164428461343
320.0,44.60432211845182,-33.234992182813585
330.0,4.604322118451819,70.76500781718642
330.0,-93.041576522628,-49.234992182813585
330.0,60.60432211845182,6.765007817186415
330.0,4.604322118451819,22.765007817186415
330.0,-91.39567788154818,41.19396870316309
330.0,12.604322118451819,-42.65617985842173
330.0,28.218171400107025,-10.021956140320752
330.0,87.8839731207774,91.48535681486084
330.0,-14.6397865092149,-40.91164428461343
330.0,44.60432211845182,-33.234992182813585
340.0,28.60432211845182,54.9892684308397
340.0,-99.39567788154818,-49.234992182813585
340.0,50.34448198167938,17.13380396436199
340.0,-11.944379020502948,15.313708956141182
340.0,-98.33436678048207,31.82631891825252
340.0,12.604322118451819,-49.234992182813585
340.0,28.60432211845182,-25.234992182813585
340.0,95.08083092951334,84.2884990061249
340.0,-19.040192115114266,-50.11568898001352
340.0,37.20378610649415,-41.18928999215156
350.0,28.60432211845182,54.765007817186415
350.0,-99.39567788154818,-49.234992182813585
350.0,20.839339250044617,48.45004660482737
350.0,-9.354217121770985,20.02609011649348
350.0,-91.39567788154818,30.765007817186415
350.0,12.604322118451819,-49.234992182813585
350.0,28.60432211845182,-25.234992182813585
350.0,100.60432211845182,82.238028475098
350.0,-24.320557003050787,-61.16028777141424
350.0,28.60432211845182,-41.234992182813585
360.0,28.60432211845182,54.765007817186415
360.0,-103.21189789492642,-61.05121219619183
360.0,0.2629905309295282,70.28942338749766
360.0,-18.59397278869144,39.7569827676138
360.0,-91.39567788154818,30.765007817186415
360.0,12.604322118451819,-49.234992182813585
360.0,20.60432211845182,-17.234992182813585
360.0,100.60432211845182,86.76500781718642
360.0,-28.623432135080495,-70.16033426277232
360.0,28.60432211845182,-41.234992182813585
370.0,0.761841401427084,69.42481279934921
370.0,-107.39567788154818,-65.23499218281358
370.0,0.2629905309295282,70.28942338749766
370.0,-18.41782747943724,31.77754453669919
370.0,-87.54673264559925,26.613953053135344
370.0,20.60432211845182,-53.1794204629615
370.0,20.60432211845182,-17.234992182813585
370.0,100.60432211845182,86.76500781718642
370.0,-29.005729143929244,-69.75990673242043
370.0,39.435320089468114,-42.235467188778166
380.0,13.174346734456618,70.76500781718642
380.0,-107.39567788154818,-65.23499218281358
380.0,-11.395677881548181,70.76500781718642
380.0,-29.646701822639443,40.90835948847234
380.0,-98.63529306769264,22.004623003330874
380.0,16.056460342735452,-52.68713040709722
380.0,20.60432211845182,-17.234992182813585
380.0,92.60432211845182,90.7486471406385
380.0,-27.39567788154818,-72.24158703574963
380.0,50.0954820063713,-38.19021664585071
390.0,4.604322118451819,78.76500781718642
390.0,-99.39567788154818,-73.23499218281358
390.0,-11.395677881548181,70.76500781718642
390.0,-29.646701822639443,40.90835948847234
390.0,-91.39567788154818,19.04456340602524
390.0,16.26714608433,-45.5721682169354
390.0,28.60432211845182,-25.234992182813585
390.0,87.09875842941055,94.76500781718642
390.0,-33.752469477401945,-79.59178377866735
390.0,55.41343364444755,-42.48352941897127
400.0,4.604322118451819,78.76500781718642
400.0,-99.39567788154818,-73.23499218281358
400.0,-11.395677881548181,62.765007817186415
400.0,-24.84312343795318,38.42999663203955
400.0,-99.20605130942833,30.575381245066573
400.0,20.60432211845182,-41.234992182813585
400.0,28.60432211845182,-25.234992182813585
400.0,84.60432211845182,94.76500781718642
400.0,-30.068950779944572,-73.18383241428964
400.0,68.30895838762142,-41.262948799752536
410.0,-3.395677881548181,78.76500781718642
410.0,-91.39567788154818,-73.23499218281358
410.0,-11.395677881548181,62.765007817186415
410.0,-24.84312343795318,38.42999663203955
410.0,-107.39567788154818,22.765007817186415
410.0,20.60432211845182,-41.234992182813585
410.0,22.9630832078401,-20.731673368252814
410.0,84.60432211845182,94.76500781718642
410.0,-25.59989114913422,-63.83618852136268
410.0,78.70428897046826,-49.234992182813585
420.0,-3.395677881548181,78.76500781718642
420.0,-91.39567788154818,-73.23499218281358
420.0,0.2629905309295282,70.28942338749766
420.0,-3.395677881548181,65.61338270393017
420.0,-107.39567788154818,22.765007817186415
420.0,27.99270981546753,-48.623379879829294
420.0,22.9630832078401,-20.731673368252814
420.0,91.41025992319852,87.95907001243971
420.0,-20.982345215243853,-54.177965401745595
420.0,82.6236048010983,-41.234992182813585
430.0,-3.395677881548181,78.76500781718642
430.0,-83.39567788154818,-73.23499218281358
430.0,0.2629905309295282,70.28942338749766
430.0,-3.395677881548181,70.76500781718642
430.0,-101.92700167239076,14.765007817186415
430.0,37.23237937180332,-44.814535465563964
430.0,6.620000899163436,-0.09016634362190312
430.0,100.33238502846673,79.0369449071715
430.0,-16.29036287272993,-44.364048445401764
430.0,70.05960905522298,-47.779705246042425
440.0,-5.3162799232378175,84.84440577549678
440.0,-83.39567788154818,-73.23499218281358
440.0,0.2629905309295282,70.28942338749766
440.0,-3.395677881548181,70.76500781718642
440.0,-106.42236939917272,21.791699334810957
440.0,35.780298150413486,-40.418271632737884
440.0,16.072257179785353,-15.68122709008431
440.0,98.48856990934044,86.76500781718642
440.0,-14.6397865092149,-40.91164428461343
440.0,63.363725915770736,-38.3132308702033
450.0,-19.39567788154818,93.03012644908608
450.0,-93.32557789444319,-83.16489219570859
450.0,4.604322118451819,78.76500781718642
450.0,-3.395677881548181,70.76500781718642
450.0,-99.39567788154818,31.216424677644422
450.0,29.87133051054295,-46.857938597871374
450.0,41.092261148437906,2.277068787200327
450.0,92.60432211845182,90.35554073883058
450.0,-14.6397865092149,-40.91164428461343
450.0,52.072831814332666,-43.12040326943983
460.0,-19.39567788154818,86.76500781718642
460.0,-103.30287522175128,-85.32779484261049
460.0,4.604322118451819,78.76500781718642
460.0,-11.395677881548181,94.76500781718642
460.0,-93.59584427889389,32.96517421453213
460.0,28.60432211845182,-57.234992182813585
460.0,52.60432211845182,6.765007817186415
460.0,97.31710376140062,90.05222617423762
460.0,-19.39567788154818,-49.67439157630248
460.0,38.52741203896929,-43.14320755460162
470.0,-19.39567788154818,86.76500781718642
470.0,-99.59773209583975,-73.43704639710515
470.0,4.604322118451819,78.76500781718642
470.0,-11.395677881548181,94.76500781718642
470.0,-80.81276608409253,28.18209601973077
470.0,28.60432211845182,-57.234992182813585
470.0,52.60432211845182,6.765007817186415
470.0,97.0065755213123,90.36275441432593
470.0,-20.90234824324538,-55.72832182111639
470.0,36.60432211845182,-56.343902306992135
480.0,-4.667020857536269,88.0363507931745
480.0,-107.39567788154818,-78.07292645252245
480.0,-3.395677881548181,86.76500781718642
480.0,0.2629905309295282,70.28942338749766
480.0,-81.03556253368585,17.12512316504875
480.0,38.82121285608829,-55.018101445177116
480.0,52.60432211845182,6.765007817186415
480.0,92.60432211845182,91.09223685910803
480.0,-27.39567788154818,-46.81576711104495
480.0,36.60432211845182,-57.234992182813585
490.0,-17.262795119824606,80.89789057891
490.0,-107.39567788154818,-73.23499218281358
490.0,-3.395677881548181,86.76500781718642
490.0,0.2629905309295282,70.28942338749766
490.0,-90.35120283561805,15.809482863116536
490.0,45.90281497310396,-49.234992182813585
490.0,52.60432211845182,-10.814683525072459
490.0,97.03636151873245,82.33296841690579
490.0,-22.85198470637016,-45.778685357991606
490.0,36.60432211845182,-57.234992182813585
500.0,-11.395677881548181,86.76500781718642
500.0,-107.39567788154818,-73.23499218281358
500.0,-27.39567788154818,94.76500781718642
500.0,0.2629905309295282,70.28942338749766
500.0,-83.39567788154818,25.563575091807706
500.0,52.60432211845182,-49.234992182813585
500.0,60.60432211845182,-11.344815957756738
500.0,104.34013432271392,75.02919561292431
500.0,-19.39567788154818,-49.234992182813585
500.0,31.510089199241346,-60.14075926360311
510.0,-11.395677881548181,86.76500781718642
510.0,-93.13400432560093,-67.36727581382974
510.0,-27.39567788154818,94.76500781718642
510.0,-19.39567788154818,70.76500781718642
510.0,-83.39567788154818,38.38412170473236
510.0,52.60432211845182,-49.234992182813585
510.0,60.60432211845182,-9.234992182813585
510.0,107.51976694496986,65.45386742649106
510.0,-19.39567788154818,-49.234992182813585
510.0,36.60432211845182,-65.23499218281358
520.0,-30.167430427940122,73.53676036357835
520.0,-83.7149979993754,-57.574464565298854
520.0,-35.39567788154818,86.76500781718642
520.0,-19.39567788154818,70.76500781718642
520.0,-74.82224759103545,45.25117019650047
520.0,62.29435893690499,-47.54495536436041
520.0,60.60432211845182,-9.234992182813585
520.0,111.37993518065196,67.50040220748633
520.0,-11.666385242919413,-41.208010146644945
520.0,36.60432211845182,-65.23499218281358
530.0,-28.60690800493632,53.55377769379828
530.0,-91.39567788154818,-57.234992182813585
530.0,-35.39567788154818,86.76500781718642
530.0,-31.95461028315194,59.32394021879017
530.0,-70.76979859150015,52.33516748342663
530.0,68.84349662481945,-39.20617344136282
530.0,49.99458402566162,-19.844730275603787
530.0,111.37993518065196,67.50040220748633
530.0,-14.6397865092149,-40.91164428461343
530.0,36.60432211845182,-65.23499218281358
540.0,-43.39567788154818,46.765007817186415
540.0,-91.39567788154818,-57.234992182813585
540.0,-43.39567788154818,78.76500781718642
540.0,-29.646701822639443,40.90835948847234
540.0,-70.76979859150015,52.33516748342663
540.0,66.99791187175916,-34.844399318649785
540.0,44.60432211845182,-17.234992182813585
540.0,111.37993518065196,67.50040220748633
540.0,-14.6397865092149,-40.91164428461343
540.0,28.60432211845182,-72.26842285676521
550.0,-43.39567788154818,46.765007817186415
550.0,-91.38334550336003,-65.72676080837846
550.0,-43.39567788154818,78.76500781718642
550.0,-29.646701822639443,40.90835948847234
550.0,-62.912505730986595,47.13913209736347
550.0,62.57426846643807,-41.234992182813585
550.0,44.60432211845182,-17.234992182813585
550.0,108.60432211845182,70.76500781718642
550.0,-19.39567788154818,-49.234992182813585
550.0,28.60432211845182,-58.741010685678226
560.0,-35.39567788154818,46.765007817186415
560.0,-91.38334550336003,-65.72676080837846
560.0,-43.39567788154818,78.76500781718642
560.0,-13.648751260186401,45.14422777320487
560.0,-62.912505730986595,47.13913209736347
560.0,70.97255490285347,-43.60322496721524
560.0,26.873515099752694,-33.80610361881554
560.0,108.60432211845182,70.76500781718642
560.0,-19.39567788154818,-49.234992182813585
560.0,28.60432211845182,-57.234992182813585
570.0,-35.39567788154818,46.765007817186415
570.0,-91.38334550336003,-65.72676080837846
570.0,-43.78179637714244,63.151126312780676
570.0,-9.757757092243992,41.010631926357746
570.0,-67.1907094368944,48.18792381044477
570.0,76.60432211845182,-47.50374204702391
570.0,26.873515099752694,-33.80610361881554
570.0,110.09777885083894,74.42206616566789
570.0,-19.39567788154818,-57.234992182813585
570.0,28.60432211845182,-57.234992182813585
580.0,-10.20293001991467,29.572259955552905
580.0,-96.5962534174597,-57.234992182813585
580.0,-43.39567788154818,78.76500781718642
580.0,-9.757757092243992,41.010631926357746
580.0,-67.1907094368944,48.18792381044477
580.0,76.60432211845182,-41.234992182813585
580.0,26.873515099752694,-33.80610361881554
580.0,109.22736635920592,65.4222002653405
580.0,-19.39567788154818,-57.234992182813585
580.0,15.420520851369853,-52.05119091573162
590.0,-11.81032640981105,25.629728756969314
590.0,-94.30824614596577,-46.322423918396
590.0,-43.39567788154818,78.76500781718642
590.0,-9.757757092243992,41.010631926357746
590.0,-61.936596403624925,41.65082803601328
590.0,76.60432211845182,-41.234992182813585
590.0,39.19664357292602,-42.14845811099981
590.0,109.22736635920592,65.4222002653405
590.0,-26.48159517029674,-64.32090947156215
590.0,6.201707766667145,-50.88508987299683
600.0,-20.358000229578465,44.28958357684314
600.0,-99.70815315258817,-32.99506064539855
600.0,-35.39567788154818,70.76500781718642
600.0,-18.794438364076747,43.80593016502036
600.0,-59.45009023844102,38.89457225949221
600.0,76.60432211845182,-41.234992182813585
600.0,69.67290286940988,-32.17066217865795
600.0,111.72685200123608,69.68475474257649
600.0,-30.302021715400237,-73.40302869645149
600.0,16.806525078863075,-57.050962872841794
