x_m,y_m
-3.395677881548181,46.765007817186415
-99.39567788154818,-89.23499218281358
91.19578634009432,-57.234992182813585
72.83074571472929,32.12102178799046
-88.83456251393298,69.33131232908197
-19.39567788154818,-45.441448364514756
-74.16223693234109,-8.001551233606488
51.39653846298708,-0.027208527348848932
36.60432211845182,-78.61427037611361
34.81872580723626,36.97941150597086
-3.395677881548181,46.765007817186415
-99.39567788154818,-89.23499218281358
100.60432211845182,-81.23499218281358
59.41668181515356,21.401168010224644
-91.39567788154818,67.82898366604653
-23.232108895629196,-45.0714231968946
-67.39567788154818,18.16446029307795
45.42164576947964,7.4759715544219265
36.60432211845182,-73.23499218281358
28.60432211845182,30.765007817186415
-19.43442881933879,42.26325835939497
-107.15392414688314,-82.22611217095255
100.60432211845182,-81.23499218281358
60.60432211845182,14.765007817186415
-93.74725798954432,66.63625046856535
-23.660850916701513,-49.234992182813585
-56.63363008924938,5.844102659552646
53.64937381407267,14.778216423756039
36.60432211845182,-73.23499218281358
28.60432211845182,30.765007817186415
-19.43442881933879,42.26325835939497
-100.42645891635534,-86.10390491300642
84.60432211845182,-81.23499218281358
60.60432211845182,14.765007817186415
-94.64023961089114,58.00956954652938
-15.471302521367207,-42.36689136875198
-67.39567788154818,-1.2349921828135848
60.32324692963264,22.442232032130704
36.60432211845182,-64.06408605424359
28.60432211845182,38.765007817186415
-8.954720064648427,50.06000768393278
-98.54606522619724,-84.71292452793568
84.60432211845182,-81.23499218281358
38.36382107746372,29.849867983509586
-91.39567788154818,54.765007817186415
-6.371864021725093,-38.54958622184289
-67.39567788154818,-1.2349921828135848
68.60432211845182,25.516686802732032
32.25399850315341,-57.234992182813585
28.60432211845182,38.765007817186415
-8.954720064648427,50.06000768393278
-98.54606522619724,-84.71292452793568
92.60432211845182,-81.23499218281358
10.573035365888678,59.346522055944995
-91.39567788154818,54.765007817186415
4.6691496135562645,-35.39528532970986
-67.39567788154818,-1.2349921828135848
72.52829946710402,34.688985165838616
24.606746924338477,-61.23256737692692
36.60432211845182,33.68862674116668
-15.82906920601024,26.331616492724358
-85.05243787462422,-74.73576059066241
92.60432211845182,-81.23499218281358
-3.395677881548181,47.44731387142326
-97.14586170089972,46.765007817186415
14.43431854297086,-32.60547978436988
-48.67970125898594,5.4939544131878755
76.60432211845182,38.765007817186415
26.285365569702474,-65.23499218281358
36.60432211845182,30.765007817186415
-8.6735366114243,44.01637468332799
-71.93547830343743,-65.03710413672825
92.60432211845182,-81.23499218281358
-3.395677881548181,46.765007817186415
-97.40982693797706,52.77915687361529
24.024081839227723,-29.075799756680805
-55.098926515982654,2.468256451620892
76.60432211845182,38.765007817186415
22.749177543631745,-59.37984760799351
36.60432211845182,30.765007817186415
-9.814251594245434,54.9006470059976
-67.28093215630174,-51.10753578595199
92.60432211845182,-81.23499218281358
-3.395677881548181,46.765007817186415
-94.33602967890744,51.82465601982716
20.848030353086873,-18.07882407338449
-40.1213881369988,13.053537646428934
76.60432211845182,38.765007817186415
20.60432211845182,-57.234992182813585
36.60432211845182,30.765007817186415
-9.814251594245434,54.9006470059976
-67.39567788154818,-49.234992182813585
81.57319875386332,-54.20386881822508
-3.395677881548181,46.765007817186415
-105.36773619148384,46.765007817186415
21.950898400037296,-8.78435535625995
-35.39567788154818,14.765007817186415
87.57921722544508,41.73990292417967
20.60432211845182,-57.234992182813585
44.60432211845182,25.818662939042486
-9.814251594245434,54.9006470059976
-67.39567788154818,-49.234992182813585
64.04290486848916,-39.728686311388444
-15.889483331123062,32.322812209561334
-100.27342967980546,53.88725601892914
30.73219006758475,-3.9659995753814963
-35.39567788154818,14.765007817186415
92.60432211845182,46.765007817186415
12.099282870657907,-55.01904466620759
49.38011616456536,19.54080186329995
-19.449967268201743,45.96233420104163
-55.99550889064098,-42.88311621059355
63.14669479499571,-37.86092315427959
-15.89169809478335,31.698684819042683
-91.39567788154818,62.765007817186415
28.784421313111068,5.856753247126539
-19.40147628493189,32.48552088479074
92.60432211845182,46.765007817186415
12.604322118451819,-45.50085525417761
39.941695134031846,10.102380832766443
-19.413134054219086,49.13333256837551
-59.39567788154818,-41.234992182813585
63.14669479499571,-37.86092315427959
-15.89169809478335,31.698684819042683
-91.39567788154818,62.765007817186415
34.629201696099784,4.789887394834381
-7.325931055649305,57.3162873260887
92.60432211845182,46.765007817186415
16.385174255059326,-45.01584431942109
36.60432211845182,6.765007817186415
-27.39567788154818,62.765007817186415
-59.39567788154818,-41.234992182813585
60.60432211845182,-33.234992182813585
-3.395677881548181,38.765007817186415
-91.39567788154818,62.765007817186415
30.745255627926895,-1.2349921828135848
-3.395677881548181,59.215116797853696
99.67239352543177,53.833079224166376
16.90099544343298,-52.47588600442144
36.60432211845182,6.765007817186415
-27.39567788154818,62.765007817186415
-59.35476336063422,-48.4662567845383
60.60432211845182,-33.234992182813585
-3.395677881548181,38.765007817186415
-91.39567788154818,48.304007870217475
40.01261632394235,-1.2349921828135848
-12.501338556525297,52.28353150933981
107.39907618066034,63.16262235528606
13.251481448145828,-53.76187817235657
28.60432211845182,13.061855236360284
-41.0169515800328,65.1437341187018
-65.15882696074719,-58.67264193008766
56.47317986346783,2.8961500721704043
-10.911890945150374,60.359157443938095
-101.1819034919071,48.55123342754533
48.80162019573852,-5.432290260100289
-12.501338556525297,52.28353150933981
110.58844895085333,68.43132821478535
17.982087393276945,-42.72753080249158
24.07969430833777,11.289635627300465
-45.583267910510244,72.95259784614848
-57.74029629431438,-47.57961059557979
44.60432211845182,22.765007817186415
4.604322118451819,70.76500781718642
-107.39567788154818,54.765007817186415
56.800425812171,-13.431095876532769
-18.70076157618314,50.511228585615754
106.43644048077388,62.458900656636054
20.58478190216391,-39.394819874969805
28.60432211845182,6.765007817186415
-43.39567788154818,68.05735005645337
-52.179302306420766,-34.99277588784284
44.60432211845182,22.765007817186415
4.604322118451819,70.76500781718642
-107.39567788154818,54.765007817186415
64.66441549529812,-21.295085559659885
-18.70076157618314,50.511228585615754
101.55615222348783,55.941371561138205
20.60333694112987,-48.7388710314964
28.60432211845182,6.765007817186415
-43.39567788154818,78.76500781718642
-59.39567788154818,-41.33054778069136
44.60432211845182,22.765007817186415
-27.39567788154818,84.37144028931515
-99.39567788154818,48.37123839684493
68.60432211845182,-21.267940995896446
-15.136604417614404,53.5057854587943
108.73130611486863,64.809121016043
27.033676011402537,-42.80563828986286
28.60432211845182,6.765007817186415
-43.39567788154818,78.76500781718642
-59.39567788154818,-54.796748391698976
36.60432211845182,30.765007817186415
-11.395677881548181,94.76500781718642
-91.90419083352265,38.25649486521195
63.428063569005374,-22.41125073226003
-13.576309218650493,39.50214885071707
109.30360968833632,75.92700464239574
25.165207637371527,-32.23915273933826
32.68631570034686,-1.2349921828135848
-40.73346433912963,73.42722135960497
-67.11767430751563,-63.67495365212981
36.60432211845182,30.765007817186415
-11.395677881548181,94.76500781718642
-99.39567788154818,30.765007817186415
60.43042737518903,-33.511729567883165
-12.501338556525297,52.28353150933981
102.09756022073321,78.76500781718642
24.234848354710266,-29.80557200871408
25.310966876475927,-9.697019271003047
-27.39567788154818,70.76500781718642
-76.83411527122514,-74.67342957249055
44.60432211845182,14.765007817186415
0.2629905309295282,70.28942338749766
-99.39567788154818,30.765007817186415
54.9172670483548,-42.28541383050545
-12.501338556525297,52.28353150933981
100.60432211845182,78.76500781718642
24.234848354710266,-29.80557200871408
21.817722984134345,-22.918381580486933
-27.39567788154818,70.76500781718642
-90.99172930782692,-81.23499218281358
44.60432211845182,14.765007817186415
0.2629905309295282,70.28942338749766
-93.30313834087809,22.765007817186415
44.761048242525156,-49.1316992365783
-18.34272596009395,31.808266725192976
100.60432211845182,78.76500781718642
20.60432211845182,-33.234992182813585
26.344145708291244,-23.73731477834096
-27.39567788154818,70.76500781718642
-91.39567788154818,-81.23499218281358
36.60432211845182,6.765007817186415
-11.401302496136818,46.14590706974957
-103.7968447333949,27.166174669033136
36.60432211845182,-49.234992182813585
-12.286423868266866,19.73342588264495
108.44730003725421,70.92202989838403
20.60432211845182,-33.234992182813585
29.894162422587694,-11.244308840485338
-27.39567788154818,86.76500781718642
-91.39567788154818,-81.23499218281358
36.60432211845182,6.765007817186415
-11.432963887986602,36.294716801851116
-100.89180816218436,37.268877536550235
36.60432211845182,-49.234992182813585
-12.286423868266866,19.73342588264495
108.60432211845182,70.76500781718642
12.604322118451819,-35.16358903836005
23.83587110584136,-2.6209867482144844
-27.39567788154818,86.76500781718642
-91.39567788154818,-81.23499218281358
41.913323478937386,6.765007817186415
-1.8469869540957236,21.216316889733957
-91.42043724876038,46.740248449974224
36.60432211845182,-49.234992182813585
-19.658026855438948,34.175891754217446
108.60432211845182,70.76500781718642
12.604322118451819,-41.234992182813585
20.073818151701335,6.234503850435931
-19.39567788154818,94.76500781718642
-99.39567788154818,-85.68490130139368
47.575704520752794,6.147772330450308
-3.395677881548181,22.765007817186415
-79.61480697861894,54.765007817186415
46.691388530618454,-44.72152291355286
-19.658026855438948,34.175891754217446
108.60432211845182,70.76500781718642
12.604322118451819,-41.234992182813585
15.112936629519293,-6.093892420422415
-19.39567788154818,94.76500781718642
-99.39567788154818,-81.23499218281358
69.38456677699926,-0.45474752426614007
-3.395677881548181,22.765007817186415
-81.26195440597351,60.63128434161174
47.05303597089369,-44.199369221925735
-19.40749360645681,30.93106721195064
110.07507332406159,72.79608062527714
4.604322118451819,-43.651397998891916
20.956829015790486,-18.455535928764576
-10.41708291007894,85.78641284571718
-99.39567788154818,-81.23499218281358
68.60432211845182,-1.2349921828135848
-3.395677881548181,22.765007817186415
-92.74547697791584,61.41520872081875
47.05303597089369,-44.199369221925735
-5.977861846073553,15.13562281054688
108.60432211845182,78.76500781718642
4.604322118451819,-49.234992182813585
26.843054380886787,-30.52869366572401
-3.395677881548181,78.76500781718642
-99.39567788154818,-81.23499218281358
68.60432211845182,-1.2349921828135848
9.196085355966742,7.374821482686905
-101.45661695088322,56.82594688652145
50.71293434428331,-47.34360440864508
15.265539472063187,-6.38946672433601
108.60432211845182,78.76500781718642
