esr_bps_hz,cdf,window_index,window_style
60.91503198910039,0.08333333333333333,31,dash dot
63.60109321624699,0.16666666666666666,31,dash dot
67.81466489944664,0.25,31,dash dot
68.97018975125475,0.3333333333333333,31,dash dot
69.89651091564542,0.4166666666666667,31,dash dot
71.29058068618636,0.5,31,dash dot
72.38897329824863,0.5833333333333334,31,dash dot
75.55875254353428,0.6666666666666666,31,dash dot
77.51310812750249,0.75,31,dash dot
77.87166704238209,0.8333333333333334,31,dash dot
78.34841921415055,0.9166666666666666,31,dash dot
82.07983985006945,1.0,31,dash dot
