esr_bps_hz,cdf,window_index,window_style
105.94769696456619,0.08333333333333333,59,dash dot
106.2383880766949,0.16666666666666666,59,dash dot
107.01199371605428,0.25,59,dash dot
108.81200091797113,0.3333333333333333,59,dash dot
110.07933696345593,0.4166666666666667,59,dash dot
113.3234257845263,0.5,59,dash dot
115.58596693274828,0.5833333333333334,59,dash dot
116.17827350123535,0.6666666666666666,59,dash dot
117.34434383370534,0.75,59,dash dot
121.05052930835235,0.8333333333333334,59,dash dot
121.2026119628346,0.9166666666666666,59,dash dot
125.94147212862025,1.0,59,dash dot
