esr_bps_hz,cdf
42.0731339491845,0.01639344262295082
44.254721151248866,0.03278688524590164
44.3788214730754,0.04918032786885246
48.122319372208516,0.06557377049180328
51.667490491563534,0.08196721311475409
52.49941077161445,0.09836065573770492
52.765758673086395,0.11475409836065574
52.94598010977054,0.13114754098360656
53.7726244574447,0.14754098360655737
54.073368821855944,0.16393442622950818
55.53051152589161,0.18032786885245902
55.567150311457816,0.19672131147540983
57.22281034460686,0.21311475409836064
57.87708699914048,0.22950819672131148
58.96576205317548,0.2459016393442623
59.41129546900062,0.26229508196721313
59.62604398749558,0.2786885245901639
60.27579406883936,0.29508196721311475
60.34069581395016,0.3114754098360656
60.859185591015745,0.32786885245901637
61.12898887202532,0.3442622950819672
61.965340389506125,0.36065573770491804
62.090040803228916,0.3770491803278688
62.18794585460151,0.39344262295081966
62.23076682313673,0.4098360655737705
62.68960057561013,0.4262295081967213
63.02806733307999,0.4426229508196721
63.28321148625037,0.45901639344262296
63.63070396005103,0.47540983606557374
63.71025374096061,0.4918032786885246
64.43348444712306,0.5081967213114754
65.84346653197018,0.5245901639344263
66.33395471666321,0.5409836065573771
68.04185866716051,0.5573770491803278
68.28054085353344,0.5737704918032787
68.32318622865493,0.5901639344262295
68.33109441845342,0.6065573770491803
68.74617202612025,0.6229508196721312
68.93652530115298,0.639344262295082
69.44725492690404,0.6557377049180327
69.76838722417524,0.6721311475409836
70.8176204844407,0.6885245901639344
72.24984029711668,0.7049180327868853
72.34202521374696,0.7213114754098361
73.30164416186312,0.7377049180327869
74.75224083950305,0.7540983606557377
75.05713178333059,0.7704918032786885
77.01081211929257,0.7868852459016393
77.27736052676056,0.8032786885245902
77.4939874996047,0.819672131147541
78.23637648115505,0.8360655737704918
79.28050233601424,0.8524590163934426
79.73653919902797,0.8688524590163934
80.41622051454054,0.8852459016393442
82.36838942035403,0.9016393442622951
82.97178438130635,0.9180327868852459
84.24005685810444,0.9344262295081968
85.45451016905977,0.9508196721311475
86.81459713488812,0.9672131147540983
87.10407994530098,0.9836065573770492
96.5037111538936,1.0
