esr_bps_hz,cdf,window_index,window_style
78.51125215046159,0.08333333333333333,39,dash dot
83.30139107375017,0.16666666666666666,39,dash dot
83.96331787575598,0.25,39,dash dot
90.25641006966043,0.3333333333333333,39,dash dot
99.74637043172369,0.4166666666666667,39,dash dot
104.08818346461652,0.5,39,dash dot
107.62001228614298,0.5833333333333334,39,dash dot
109.10722292091664,0.6666666666666666,39,dash dot
109.28480609391436,0.75,39,dash dot
109.37450844056228,0.8333333333333334,39,dash dot
115.88755587406608,0.9166666666666666,39,dash dot
119.40488604093133,1.0,39,dash dot
