threshold_db,outage_fraction,mean_users_below_threshold,probability_any_user_below_threshold
-10.0,0.02205270457697642,0.22052704576976423,0.1664355062413315
-9.0,0.023162274618585298,0.231622746185853,0.17614424410540916
-8.0,0.024133148404993063,0.24133148404993066,0.18307905686546463
-7.0,0.02538141470180305,0.2538141470180305,0.18862690707350901
-6.0,0.02621359223300971,0.2621359223300971,0.1955617198335645
-5.0,0.027877947295423023,0.2787794729542302,0.20804438280166435
-4.0,0.031206657420249653,0.3120665742024965,0.2274618585298197
-3.0,0.03259361997226075,0.3259361997226075,0.23439667128987518
-2.0,0.03661581137309293,0.36615811373092927,0.2510402219140083
-1.0,0.04133148404993065,0.4133148404993065,0.26907073509015256
0.0,0.04424410540915395,0.44244105409153955,0.27184466019417475
1.0,0.04604715672676838,0.4604715672676838,0.2787794729542302
2.0,0.04826629680998613,0.4826629680998613,0.2815533980582524
3.0,0.051040221914008324,0.5104022191400832,0.2926490984743412
4.0,0.05353675450762829,0.5353675450762829,0.30513176144244103
5.0,0.057558945908460474,0.5755894590846047,0.332871012482663
6.0,0.06061026352288488,0.6061026352288488,0.34951456310679613
7.0,0.0636615811373093,0.636615811373093,0.3647711511789182
8.0,0.06643550624133149,0.6643550624133149,0.37725381414701803
9.0,0.06865464632454923,0.6865464632454924,0.391123439667129
10.0,0.07142857142857142,0.7142857142857143,0.40360610263522884
11.0,0.07350901525658807,0.7350901525658807,0.4147018030513176
12.0,0.07628294036061026,0.7628294036061026,0.42995839112343964
13.0,0.08141470180305131,0.8141470180305131,0.44798890429958393
14.0,0.08682385575589459,0.8682385575589459,0.46879334257975036
15.0,0.09209431345353676,0.9209431345353676,0.4909847434119279
16.0,0.09833564493758669,0.9833564493758669,0.5173370319001387
17.0,0.10416088765603329,1.0416088765603329,0.550624133148405
18.0,0.10984743411927878,1.0984743411927878,0.5742024965325936
19.0,0.1158113730929265,1.1581137309292648,0.5880721220527045
20.0,0.12302357836338419,1.2302357836338418,0.6144244105409153
