value_db,cdf
-120.0,0.00013869625520110957
-120.0,0.00027739251040221914
-120.0,0.00041608876560332873
-120.0,0.0005547850208044383
-120.0,0.0006934812760055479
-120.0,0.0008321775312066575
-78.77542060842889,0.000970873786407767
-78.77540821515412,0.0011095700416088765
-53.586147609626416,0.0012482662968099861
-47.094341544386005,0.0013869625520110957
-45.66257310078362,0.0015256588072122053
-44.79346797660875,0.001664355062413315
-43.22360074513873,0.0018030513176144243
-43.165005070039804,0.001941747572815534
-42.857179277340734,0.0020804438280166435
-42.548682566178314,0.002219140083217753
-42.430320574496214,0.0023578363384188627
-42.28159305069074,0.0024965325936199723
-42.271719190902324,0.002635228848821082
-42.27150472295813,0.0027739251040221915
-42.23046803665896,0.002912621359223301
-42.218080718280575,0.0030513176144244107
-42.13828922372089,0.0031900138696255203
-42.13732131552334,0.00332871012482663
-42.13509184481613,0.0034674063800277394
-42.12914372269011,0.0036061026352288486
-42.12576910548166,0.003744798890429958
-42.12453415963762,0.003883495145631068
-42.100035701975706,0.004022191400832178
-42.08515638499948,0.004160887656033287
-42.0246527352887,0.004299583911234397
-41.44696009113764,0.004438280166435506
-41.16356169385974,0.004576976421636616
-41.14491265184455,0.004715672676837725
-40.96359806851345,0.0048543689320388345
-40.80096053419062,0.0049930651872399446
-40.53473531740427,0.005131761442441054
-40.1744435799781,0.005270457697642164
-39.9038658451913,0.005409153952843273
-39.89863850150651,0.005547850208044383
-39.863744871304775,0.005686546463245492
-39.740028963929824,0.005825242718446602
-39.53570760969596,0.005963938973647711
-39.1415903700741,0.006102635228848821
-39.12536487473274,0.0062413314840499305
-39.02747893424259,0.0063800277392510405
-39.00829203680188,0.00651872399445215
-38.59582930161109,0.00665742024965326
-38.583366457729866,0.006796116504854369
-38.5825145918733,0.006934812760055479
-38.39030709841313,0.007073509015256588
-38.201179638512706,0.007212205270457697
-37.78121709466286,0.007350901525658807
-37.58262032209245,0.007489597780859916
-36.9776519308867,0.0076282940360610264
-36.92027309324424,0.007766990291262136
-36.86381789321941,0.007905686546463245
-36.81888335347886,0.008044382801664356
-36.67391045721057,0.008183079056865465
-36.4571157609699,0.008321775312066574
-36.24446681140901,0.008460471567267683
-35.97646818146735,0.008599167822468794
-35.81111072166104,0.008737864077669903
-35.76350690501269,0.008876560332871012
-35.646874441840325,0.009015256588072122
-35.60869132019351,0.009153952843273232
-34.97767396075679,0.009292649098474342
-34.96360149638886,0.00943134535367545
-34.953870789897856,0.00957004160887656
-34.93122474426529,0.009708737864077669
-34.918300711983235,0.00984743411927878
-34.84165317945472,0.009986130374479889
-34.83240124764667,0.010124826629680998
-34.815450637280854,0.010263522884882107
-34.74664670312204,0.010402219140083218
-34.68853658546535,0.010540915395284327
-34.680599798175926,0.010679611650485437
-34.59176115171978,0.010818307905686546
-34.483877584500966,0.010957004160887657
-34.334366463922244,0.011095700416088766
-34.0977547078654,0.011234396671289875
-34.07367819580142,0.011373092926490984
-34.06186749059689,0.011511789181692095
-33.83539056024385,0.011650485436893204
-33.70531406375776,0.011789181692094313
-33.56791630456974,0.011927877947295423
-33.53366351517826,0.012066574202496532
-33.53106361374704,0.012205270457697643
-33.51014405030673,0.012343966712898752
-33.46157091090015,0.012482662968099861
-33.01490750174252,0.01262135922330097
-32.977012244619274,0.012760055478502081
-32.9669530209062,0.01289875173370319
-32.8615926761882,0.0130374479889043
-32.84726325637141,0.013176144244105409
-32.76940934534611,0.01331484049930652
-32.22509178138097,0.013453536754507629
-31.958248278480404,0.013592233009708738
-31.922583106987986,0.013730929264909847
-31.917227224696113,0.013869625520110958
-31.871431859330418,0.014008321775312067
-31.831137898446144,0.014147018030513176
-31.81760916897523,0.014285714285714285
-31.811648992349703,0.014424410540915394
-31.800180930434795,0.014563106796116505
-31.785085385545997,0.014701803051317614
-31.6064787560003,0.014840499306518724
-31.581561210155662,0.014979195561719833
-31.54857145739723,0.015117891816920944
-31.546862027148844,0.015256588072122053
-31.540484751680303,0.015395284327323162
-31.53988956701908,0.015533980582524271
-31.537934273925558,0.015672676837725382
-31.534255454152046,0.01581137309292649
-31.52797510719452,0.0159500693481276
-31.508141593309873,0.01608876560332871
-31.472105812661862,0.01622746185852982
-31.471987522847297,0.01636615811373093
-31.46073518122714,0.01650485436893204
-31.44397164340539,0.016643550624133148
-31.42829157956796,0.01678224687933426
-31.320810219365626,0.016920943134535366
-31.197572355289434,0.017059639389736477
-31.154768260694617,0.017198335644937588
-30.86671210692487,0.017337031900138695
-30.830823362377874,0.017475728155339806
-30.782482543171117,0.017614424410540914
-30.776308305941377,0.017753120665742025
-30.73208727134258,0.017891816920943136
-30.66347182346194,0.018030513176144243
-30.500388875434425,0.018169209431345354
-30.285954477954565,0.018307905686546465
-30.230969612907252,0.018446601941747572
-30.129983273315442,0.018585298196948683
-29.96935982296555,0.01872399445214979
-29.763009165591395,0.0188626907073509
-29.48575748027306,0.019001386962552012
-29.09694548039979,0.01914008321775312
-29.09508819364474,0.01927877947295423
-29.04341433119751,0.019417475728155338
-28.672981310942177,0.01955617198335645
-28.362384317510163,0.01969486823855756
-27.28954906805198,0.019833564493758667
-27.211298751957642,0.019972260748959778
-26.931298054473306,0.02011095700416089
-26.787116895792977,0.020249653259361997
-26.214797822516882,0.020388349514563107
-26.14377324240806,0.020527045769764215
-26.11907782814768,0.020665742024965326
-26.08081536115613,0.020804438280166437
-26.068137465931276,0.020943134535367544
-26.048276406250636,0.021081830790568655
-26.003358645285992,0.021220527045769766
-25.8912773456678,0.021359223300970873
-25.72057530632915,0.021497919556171984
-25.559609463397734,0.02163661581137309
-25.547747430869197,0.021775312066574203
-25.484396975246007,0.021914008321775313
-25.383874978283202,0.02205270457697642
-25.269737392351633,0.022191400832177532
-25.19095636960422,0.02233009708737864
-24.873365017609576,0.02246879334257975
-24.5362905079751,0.02260748959778086
-24.246151475734422,0.02274618585298197
-24.094324506326835,0.02288488210818308
-24.01077341451982,0.02302357836338419
-23.705079373971962,0.023162274618585298
-23.68029322642533,0.02330097087378641
-23.679798056554663,0.023439667128987516
-23.533678126084688,0.023578363384188627
-23.241363283558357,0.023717059639389738
-22.773782905638118,0.023855755894590845
-22.755616114458135,0.023994452149791956
-22.742801442920324,0.024133148404993063
-22.655663614568248,0.024271844660194174
-21.89026833950541,0.024410540915395285
-21.836501734650014,0.024549237170596393
-21.639368005905283,0.024687933425797504
-21.534208287289587,0.024826629680998615
-21.495166560794658,0.024965325936199722
-21.49464812022142,0.025104022191400833
-21.4725512988908,0.02524271844660194
-21.390739437668792,0.02538141470180305
-21.377187873408662,0.025520110957004162
-21.313792484579295,0.02565880721220527
-21.28853396344292,0.02579750346740638
-21.288424310149626,0.02593619972260749
-21.28809915845796,0.0260748959778086
-21.2879477780505,0.02621359223300971
-21.287944452816262,0.026352288488210817
-21.287919030024117,0.026490984743411928
-21.287185253988916,0.02662968099861304
-21.285934339775988,0.026768377253814146
-21.284905770022533,0.026907073509015257
-21.28470927065608,0.027045769764216365
-21.283537503090244,0.027184466019417475
-21.282535869395286,0.027323162274618586
-21.280602500975846,0.027461858529819694
-21.280006865490503,0.027600554785020805
-20.740411668004484,0.027739251040221916
-20.507037446373836,0.027877947295423023
-20.375619862888264,0.028016643550624134
-20.31877503193507,0.02815533980582524
-19.922872749684874,0.028294036061026352
-19.629443670674934,0.028432732316227463
-19.332272258013322,0.02857142857142857
-18.246398949666506,0.02871012482662968
-18.014258166544046,0.02884882108183079
-17.859688379390636,0.0289875173370319
-17.766266947539314,0.02912621359223301
-17.08065824717591,0.029264909847434118
-16.571755759942523,0.02940360610263523
-16.330905840696186,0.02954230235783634
-15.62300422353606,0.029680998613037447
-15.457707087918656,0.029819694868238558
-15.044653433148014,0.029958391123439666
-15.01408439783276,0.030097087378640777
-14.545329858539958,0.030235783633841887
-14.169648756706685,0.030374479889042995
-13.9378392900167,0.030513176144244106
-13.85482704219568,0.030651872399445217
-13.423061637162707,0.030790568654646324
-13.12215906867408,0.030929264909847435
-13.036353399242099,0.031067961165048542
-13.020550365908006,0.031206657420249653
-12.755761058502259,0.031345353675450764
-12.752846727380414,0.031484049930651875
-12.729074048793844,0.03162274618585298
-12.66550118421943,0.03176144244105409
-12.623053849653896,0.0319001386962552
-12.61225573488874,0.03203883495145631
-12.529387816585327,0.03217753120665742
-12.414874979448172,0.03231622746185853
-12.257962498209928,0.03245492371705964
-11.821764050574872,0.03259361997226075
-11.805201097323629,0.03273231622746186
-11.78070123079819,0.03287101248266297
-11.668492076398547,0.03300970873786408
-11.63430248840951,0.033148404993065185
-11.442958705752414,0.033287101248266296
-11.144727639056454,0.03342579750346741
-11.004861240463333,0.03356449375866852
-10.856839829048127,0.03370319001386963
-10.739697586770493,0.03384188626907073
-10.71129690126126,0.03398058252427184
-10.641297838053276,0.034119278779472954
-10.56086696995602,0.034257975034674065
-10.51840298812293,0.034396671289875176
-10.105112873589457,0.03453536754507628
-10.086891253529044,0.03467406380027739
-9.697384212594493,0.0348127600554785
-9.187871994256025,0.03495145631067961
-8.818514895150999,0.035090152565880724
-8.776685454157901,0.03522884882108183
-8.555468779151692,0.03536754507628294
-8.54647940993009,0.03550624133148405
-8.53178366455862,0.03564493758668516
-8.485394813020115,0.03578363384188627
-7.902737892555369,0.035922330097087375
-7.902737892555367,0.036061026352288486
-7.768407392654703,0.0361997226074896
-6.8652410734399005,0.03633841886269071
-6.774649339925231,0.03647711511789182
-6.622506054690291,0.03661581137309293
-6.591918347193564,0.036754507628294034
-6.558979760896525,0.036893203883495145
-6.517558243645174,0.037031900138696255
-6.404703646744206,0.037170596393897366
-6.136163170614624,0.03730929264909848
-5.979666529785753,0.03744798890429958
-5.893417895574662,0.03758668515950069
-5.850088026621039,0.0377253814147018
-5.737736767956055,0.037864077669902914
-5.643881065828056,0.038002773925104025
-5.413473362466106,0.03814147018030513
-5.236324752270663,0.03828016643550624
-5.094396766019303,0.03841886269070735
-5.036363642458054,0.03855755894590846
-4.972130145374539,0.03869625520110957
-4.801290119270721,0.038834951456310676
-4.756168432427264,0.03897364771151179
-4.702535933325015,0.0391123439667129
-4.680900962732312,0.03925104022191401
-4.605168771357798,0.03938973647711512
-4.577260510020501,0.03952843273231623
-4.577260475579666,0.039667128987517335
-4.2729402992043415,0.039805825242718446
-4.26959346178306,0.039944521497919556
-4.13430975115406,0.04008321775312067
-4.037859534679989,0.04022191400832178
-3.9758511306421926,0.04036061026352288
-3.8763909404634727,0.04049930651872399
-3.864217301991304,0.040638002773925104
-3.8288303222817754,0.040776699029126215
-3.6651856367662914,0.040915395284327326
-3.518284962940511,0.04105409153952843
-3.5081193040863634,0.04119278779472954
-3.421462181425809,0.04133148404993065
-3.3228983887324737,0.04147018030513176
-3.286463364135833,0.04160887656033287
-3.1407349361400403,0.04174757281553398
-3.0263596510597166,0.04188626907073509
-3.0106990061952605,0.0420249653259362
-2.7647437252516087,0.04216366158113731
-2.7600958954205925,0.04230235783633842
-2.7327471047263985,0.04244105409153953
-2.553659477595327,0.042579750346740636
-2.539171166463986,0.04271844660194175
-2.461917787899668,0.04285714285714286
-2.428259152605816,0.04299583911234397
-2.3582634649117438,0.04313453536754508
-2.3561958586386194,0.04327323162274618
-2.3070481005991175,0.043411927877947294
-2.2950370896326078,0.043550624133148405
-2.2907837711079155,0.043689320388349516
-2.2907836523572795,0.04382801664355063
-2.272649653468423,0.04396671289875173
-2.2437565098416865,0.04410540915395284
-2.1984797492808283,0.04424410540915395
-2.197360161397966,0.044382801664355064
-2.160067280325829,0.044521497919556174
-2.0797946499869955,0.04466019417475728
-2.0137190537054055,0.04479889042995839
-1.8206362080167136,0.0449375866851595
-1.7281907253704927,0.04507628294036061
-1.7234242328702354,0.04521497919556172
-1.6912397150313019,0.04535367545076283
-1.6585602430643358,0.04549237170596394
-1.654965824128127,0.04563106796116505
-1.6548920043742736,0.04576976421636616
-1.6529144055886313,0.04590846047156727
-1.554733544987732,0.04604715672676838
-1.4946735216951228,0.046185852981969484
-1.443516963598175,0.046324549237170595
-1.3738429758802715,0.046463245492371706
-1.357840173822877,0.04660194174757282
-1.3449944229471156,0.04674063800277393
-1.3154462739505917,0.04687933425797503
-1.3091304539016846,0.04701803051317614
-1.272365769935278,0.047156726768377254
-1.258383520298219,0.047295423023578365
-1.2209108024084594,0.047434119278779475
-1.1908881139926866,0.04757281553398058
-1.1379153960553838,0.04771151178918169
-1.130872242867461,0.0478502080443828
-0.9964721272822228,0.04798890429958391
-0.9544697373732778,0.04812760055478502
-0.8914349559391435,0.04826629680998613
-0.7816065169846325,0.04840499306518724
-0.7629139876061095,0.04854368932038835
-0.7332401138310697,0.04868238557558946
-0.7212463897819777,0.04882108183079057
-0.7064613172265846,0.04895977808599168
-0.675376951168052,0.049098474341192785
-0.5917636337585142,0.049237170596393896
-0.5860599858514857,0.04937586685159501
-0.5613682891789286,0.04951456310679612
-0.5178446813520021,0.04965325936199723
-0.5000363257444006,0.04979195561719833
-0.4611610764430479,0.049930651872399444
-0.4332734525172658,0.050069348127600555
-0.3779229249440428,0.050208044382801666
-0.3438677479760183,0.05034674063800278
-0.24587012126541674,0.05048543689320388
-0.17736639166471943,0.05062413314840499
-0.13326837092369725,0.0507628294036061
-0.133268278582779,0.05090152565880721
-0.13044209658764983,0.051040221914008324
-0.12494948577260433,0.05117891816920943
-0.12494901794891541,0.05131761442441054
-0.05647032032001848,0.05145631067961165
-0.05617568686049375,0.05159500693481276
-0.041853854799849474,0.05173370319001387
-0.02816334336226948,0.05187239944521498
-0.013466902895452972,0.052011095700416086
-0.010364316523548685,0.0521497919556172
-0.010364316523548685,0.05228848821081831
0.07284807600233371,0.05242718446601942
0.07441214665412886,0.05256588072122053
0.07619672887727082,0.052704576976421634
0.08498879007957896,0.052843273231622745
0.09829264675696704,0.052981969486823856
0.11578650600309216,0.05312066574202497
0.1756386073404069,0.05325936199722608
0.2096454798838968,0.05339805825242718
0.22903568445972733,0.05353675450762829
0.2502505301109543,0.0536754507628294
0.2541999830383697,0.053814147018030514
0.28767512155490205,0.053952843273231625
0.2916677276189624,0.05409153952843273
0.29446726034421383,0.05423023578363384
0.30794824386539077,0.05436893203883495
0.3183048604519697,0.05450762829403606
0.3543926315476043,0.05464632454923717
0.35592932837671337,0.054785020804438284
0.3965970980139766,0.05492371705963939
0.44073304323143575,0.0550624133148405
0.4712027407915651,0.05520110957004161
0.4867254990089887,0.05533980582524272
0.5299459408888225,0.05547850208044383
0.5470596587074099,0.055617198335644935
0.558885937955014,0.055755894590846046
0.5701593860681929,0.05589459084604716
0.5726641931153515,0.05603328710124827
0.586094310800146,0.05617198335644938
0.6018881217888596,0.05631067961165048
0.6558019850004282,0.056449375866851594
0.6629853779388903,0.056588072122052704
0.6703104212137817,0.056726768377253815
0.7275677460002121,0.056865464632454926
0.7333044267354294,0.05700416088765603
0.7538998982325128,0.05714285714285714
0.7629080739849001,0.05728155339805825
0.7833771486760138,0.05742024965325936
0.8006344020657843,0.057558945908460474
0.8278997120875186,0.05769764216366158
0.8596316182974961,0.05783633841886269
0.8650946719742363,0.0579750346740638
0.8771330290320577,0.05811373092926491
0.9132757286934172,0.05825242718446602
0.9149670499681224,0.05839112343966713
0.9197535216033342,0.058529819694868236
0.9262023388502937,0.05866851595006935
0.9284517719290595,0.05880721220527046
0.9372446174320601,0.05894590846047157
0.9425435314099063,0.05908460471567268
1.040634717525606,0.059223300970873784
1.0663401852703085,0.059361997226074895
1.0959599222953078,0.059500693481276005
1.096964253814516,0.059639389736477116
1.1720057439060907,0.05977808599167823
1.18849502897254,0.05991678224687933
1.1936037269220412,0.06005547850208044
1.267224788558876,0.06019417475728155
1.2855108607842591,0.060332871012482664
1.297101462358913,0.060471567267683775
1.3494810856111403,0.06061026352288488
1.354057501596232,0.06074895977808599
1.397165140266405,0.0608876560332871
1.4236616777451,0.06102635228848821
1.4347658323929218,0.06116504854368932
1.4444822574985143,0.06130374479889043
1.4660852154504025,0.06144244105409154
1.4893421440742762,0.06158113730929265
1.4971999119504265,0.06171983356449376
1.5655439000558655,0.06185852981969487
1.58619405466383,0.06199722607489598
1.6179383576454855,0.062135922330097085
1.6387314535126292,0.062274618585298196
1.6552139821186962,0.06241331484049931
1.6596579833990708,0.06255201109570041
1.6716272229429239,0.06269070735090153
1.6856509036538774,0.06282940360610263
1.7736893752544216,0.06296809986130375
1.7963579120256399,0.06310679611650485
1.813965891602598,0.06324549237170596
1.8148397407084067,0.06338418862690708
1.8381527628165182,0.06352288488210818
1.841144421563832,0.0636615811373093
1.84457097174084,0.0638002773925104
1.862445976764303,0.0639389736477115
1.8767284543604976,0.06407766990291262
1.8996882197220168,0.06421636615811373
1.9054788266416365,0.06435506241331485
1.9102036520713095,0.06449375866851595
1.9336008890131098,0.06463245492371705
2.0073948292674966,0.06477115117891817
2.0280940729055197,0.06490984743411927
2.062307979497018,0.06504854368932039
2.072210489710796,0.0651872399445215
2.106625700623159,0.0653259361997226
2.1088361505922295,0.06546463245492372
2.1209899851227516,0.06560332871012482
2.121071023780179,0.06574202496532594
2.13233143426348,0.06588072122052704
2.150563257499859,0.06601941747572816
2.1730558186831757,0.06615811373092927
2.1808699483009883,0.06629680998613037
2.287797483128246,0.06643550624133149
2.3222453030671475,0.06657420249653259
2.327585778834125,0.06671289875173371
2.3472471365565633,0.06685159500693481
2.4472813325270986,0.06699029126213592
2.5421498816259334,0.06712898751733704
2.56613962000574,0.06726768377253814
2.573887517051496,0.06740638002773926
2.591015960490653,0.06754507628294036
2.5950030057721563,0.06768377253814147
2.5994989770787127,0.06782246879334258
2.6085370174864666,0.06796116504854369
2.6203788009403683,0.0680998613037448
2.6444092263029875,0.06823855755894591
2.6568841386510975,0.06837725381414701
2.749759117785991,0.06851595006934813
2.800774837747981,0.06865464632454923
2.8073839684041473,0.06879334257975035
2.8217785614977196,0.06893203883495146
2.822700067091887,0.06907073509015256
2.829535932601068,0.06920943134535368
2.836520201485792,0.06934812760055478
2.8681585165381995,0.0694868238557559
2.8776694637819893,0.069625520110957
2.8783337210351174,0.06976421636615811
2.910435147920216,0.06990291262135923
2.923937362047785,0.07004160887656033
2.925445500910007,0.07018030513176145
2.951949328476248,0.07031900138696255
2.952087361334223,0.07045769764216366
2.9629941089025262,0.07059639389736477
2.9713305593115624,0.07073509015256588
2.9721138369169404,0.070873786407767
3.0057119912676624,0.0710124826629681
3.042576494292418,0.0711511789181692
3.068708455041583,0.07128987517337032
3.0715532341781877,0.07142857142857142
3.078405157625961,0.07156726768377254
3.09386150307361,0.07170596393897365
3.0993385638463304,0.07184466019417475
3.1092174295643464,0.07198335644937587
3.1292455698819097,0.07212205270457697
3.1311673014079955,0.07226074895977809
3.145414494561078,0.0723994452149792
3.157208826157259,0.07253814147018031
3.165831137866469,0.07267683772538142
3.1729125093997594,0.07281553398058252
3.1739944879485824,0.07295423023578364
3.2038141596898333,0.07309292649098474
3.2042847659851215,0.07323162274618586
3.230752032950579,0.07337031900138696
3.233844452596062,0.07350901525658807
3.266281209694112,0.07364771151178919
3.3039292103527442,0.07378640776699029
3.389389122117816,0.0739251040221914
3.4258222059808396,0.07406380027739251
3.4483045219653152,0.07420249653259361
3.507158326017348,0.07434119278779473
3.508332369572451,0.07447988904299584
3.5301958726694647,0.07461858529819695
3.543865586039913,0.07475728155339806
3.584894785758151,0.07489597780859916
3.60139839060949,0.07503467406380028
3.6219407514266626,0.07517337031900138
3.625851024602593,0.0753120665742025
3.635628974466421,0.0754507628294036
3.637232130736785,0.07558945908460471
3.6517118821971217,0.07572815533980583
3.6914973304272616,0.07586685159500693
3.7099888746783423,0.07600554785020805
3.7224565848209106,0.07614424410540915
3.723894802817039,0.07628294036061026
3.7292091443733213,0.07642163661581138
3.749808852803328,0.07656033287101248
3.764036417291658,0.0766990291262136
3.7685822895025916,0.0768377253814147
3.7723258799503827,0.0769764216366158
3.7749380569495687,0.07711511789181692
3.7767735576446055,0.07725381414701803
3.8205950701089253,0.07739251040221914
3.833029367487933,0.07753120665742025
3.8349343868905894,0.07766990291262135
