strategy,strategy_label,ap_id,from_window_index,to_window_index,from_start_time_s,to_start_time_s,distance_m,moved,from_source,to_source
central_massive_mimo,Central massive MIMO,central_ap_01,0,1,0.0,60.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,1,2,60.0,120.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,2,3,120.0,180.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,3,4,180.0,240.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,4,5,240.0,300.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,5,6,300.0,360.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,6,7,360.0,420.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,7,8,420.0,480.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,8,9,480.0,540.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,9,10,540.0,600.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,10,11,600.0,660.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,11,12,660.0,720.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,12,13,720.0,780.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,13,14,780.0,840.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,14,15,840.0,900.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,15,16,900.0,960.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,16,17,960.0,1020.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,17,18,1020.0,1080.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,18,19,1080.0,1140.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,19,20,1140.0,1200.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,20,21,1200.0,1260.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,21,22,1260.0,1320.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,22,23,1320.0,1380.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,23,24,1380.0,1440.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,24,25,1440.0,1500.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,25,26,1500.0,1560.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,26,27,1560.0,1620.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,27,28,1620.0,1680.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,28,29,1680.0,1740.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,29,30,1740.0,1800.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,30,31,1800.0,1860.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,31,32,1860.0,1920.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,32,33,1920.0,1980.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,33,34,1980.0,2040.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,34,35,2040.0,2100.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,35,36,2100.0,2160.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,36,37,2160.0,2220.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,37,38,2220.0,2280.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,38,39,2280.0,2340.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,39,40,2340.0,2400.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,40,41,2400.0,2460.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,41,42,2460.0,2520.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,42,43,2520.0,2580.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,43,44,2580.0,2640.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,44,45,2640.0,2700.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,45,46,2700.0,2760.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,46,47,2760.0,2820.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,47,48,2820.0,2880.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,48,49,2880.0,2940.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,49,50,2940.0,3000.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,50,51,3000.0,3060.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,51,52,3060.0,3120.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,52,53,3120.0,3180.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,53,54,3180.0,3240.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,54,55,3240.0,3300.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,55,56,3300.0,3360.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,56,57,3360.0,3420.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,57,58,3420.0,3480.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,58,59,3480.0,3540.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
central_massive_mimo,Central massive MIMO,central_ap_01,59,60,3540.0,3600.0,0.0,False,selected:roof_Blok_A,selected:roof_Blok_A
distributed_fixed,Distributed fixed,movable_ap_01,0,1,0.0,60.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,1,2,60.0,120.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,2,3,120.0,180.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,3,4,180.0,240.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,4,5,240.0,300.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,5,6,300.0,360.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,6,7,360.0,420.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,7,8,420.0,480.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,8,9,480.0,540.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,9,10,540.0,600.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,10,11,600.0,660.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,11,12,660.0,720.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,12,13,720.0,780.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,13,14,780.0,840.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,14,15,840.0,900.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,15,16,900.0,960.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,16,17,960.0,1020.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,17,18,1020.0,1080.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,18,19,1080.0,1140.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,19,20,1140.0,1200.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,20,21,1200.0,1260.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,21,22,1260.0,1320.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,22,23,1320.0,1380.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,23,24,1380.0,1440.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,24,25,1440.0,1500.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,25,26,1500.0,1560.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,26,27,1560.0,1620.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,27,28,1620.0,1680.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,28,29,1680.0,1740.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,29,30,1740.0,1800.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,30,31,1800.0,1860.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,31,32,1860.0,1920.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,32,33,1920.0,1980.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,33,34,1980.0,2040.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,34,35,2040.0,2100.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,35,36,2100.0,2160.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,36,37,2160.0,2220.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,37,38,2220.0,2280.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,38,39,2280.0,2340.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,39,40,2340.0,2400.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,40,41,2400.0,2460.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,41,42,2460.0,2520.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,42,43,2520.0,2580.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,43,44,2580.0,2640.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,44,45,2640.0,2700.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,45,46,2700.0,2760.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,46,47,2760.0,2820.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,47,48,2820.0,2880.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,48,49,2880.0,2940.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,49,50,2940.0,3000.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,50,51,3000.0,3060.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,51,52,3060.0,3120.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,52,53,3120.0,3180.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,53,54,3180.0,3240.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,54,55,3240.0,3300.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,55,56,3300.0,3360.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,56,57,3360.0,3420.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,57,58,3420.0,3480.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,58,59,3480.0,3540.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_01,59,60,3540.0,3600.0,0.0,False,seed:wall_Blok_B_04_02,seed:wall_Blok_B_04_02
distributed_fixed,Distributed fixed,movable_ap_02,0,1,0.0,60.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,1,2,60.0,120.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,2,3,120.0,180.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,3,4,180.0,240.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,4,5,240.0,300.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,5,6,300.0,360.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,6,7,360.0,420.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,7,8,420.0,480.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,8,9,480.0,540.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,9,10,540.0,600.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,10,11,600.0,660.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,11,12,660.0,720.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,12,13,720.0,780.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,13,14,780.0,840.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,14,15,840.0,900.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,15,16,900.0,960.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,16,17,960.0,1020.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,17,18,1020.0,1080.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,18,19,1080.0,1140.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,19,20,1140.0,1200.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,20,21,1200.0,1260.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,21,22,1260.0,1320.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,22,23,1320.0,1380.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,23,24,1380.0,1440.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,24,25,1440.0,1500.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,25,26,1500.0,1560.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,26,27,1560.0,1620.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,27,28,1620.0,1680.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,28,29,1680.0,1740.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,29,30,1740.0,1800.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,30,31,1800.0,1860.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,31,32,1860.0,1920.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,32,33,1920.0,1980.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,33,34,1980.0,2040.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,34,35,2040.0,2100.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,35,36,2100.0,2160.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,36,37,2160.0,2220.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,37,38,2220.0,2280.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,38,39,2280.0,2340.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,39,40,2340.0,2400.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,40,41,2400.0,2460.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,41,42,2460.0,2520.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,42,43,2520.0,2580.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,43,44,2580.0,2640.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,44,45,2640.0,2700.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,45,46,2700.0,2760.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,46,47,2760.0,2820.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,47,48,2820.0,2880.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,48,49,2880.0,2940.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,49,50,2940.0,3000.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,50,51,3000.0,3060.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,51,52,3060.0,3120.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,52,53,3120.0,3180.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,53,54,3180.0,3240.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,54,55,3240.0,3300.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,55,56,3300.0,3360.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,56,57,3360.0,3420.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,57,58,3420.0,3480.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,58,59,3480.0,3540.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_02,59,60,3540.0,3600.0,0.0,False,seed:wall_Blok_L_00_00,seed:wall_Blok_L_00_00
distributed_fixed,Distributed fixed,movable_ap_03,0,1,0.0,60.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,1,2,60.0,120.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,2,3,120.0,180.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,3,4,180.0,240.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,4,5,240.0,300.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,5,6,300.0,360.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,6,7,360.0,420.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,7,8,420.0,480.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,8,9,480.0,540.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
distributed_fixed,Distributed fixed,movable_ap_03,9,10,540.0,600.0,0.0,False,seed:wall_Blok_P_00_00,seed:wall_Blok_P_00_00
